DocNo,sentence,tag
,,
D2,This,O
D2,is,O
D2,especially,O
D2,good,O
D2,when,O
D2,attempting,O
D2,to,O
D2,probe,B-technique
D2,for,O
D2,the,O
D2,existence,O
D2,of,O
D2,a,O
D2,firewall,B-tool
D2,and,O
D2,its,O
D2,rulesets,B-function
,,
D2,Simple,O
D2,packet,B-technique
D2,filtering,I-technique
D2,will,O
D2,allow,O
D2,established,B-feature
D2,connections,I-feature
D2,packets,B-data
D2,with,O
D2,the,O
D2,ACK,I-data
D2,bit,I-data
D2,set,O
D2,whereas,O
D2,a,O
D2,more,O
D2,sophisticated,O
D2,stateful,B-feature
D2,firewall,B-tool
D2,might,O
D2,not,O
,,
D2,ACK,B-technique
D2,scan,I-technique
D2,Sends,O
D2,a,O
D2,packet,B-data
D2,with,O
D2,the,O
D2,ACK,B-data
D2,code,I-data
D2,bit,I-data
D2,set,I-data
D2,to,O
D2,each,O
D2,target,B-feature
D2,port,I-feature
,,
D2,Allows,O
D2,the,O
D2,attacker,B-attacker
D2,to,O
D2,get,O
D2,past,O
D2,some,O
D2,packet,B-technique
D2,filtering,I-technique
D2,devices,B-system
,,
D2,Allows,O
D2,the,O
D2,attacker,B-attacker
D2,to,O
D2,determine,O
D2,what,O
D2,kind,O
D2,of,O
D2,established,B-feature
D2,connections,I-feature
D2,a,O
D2,firewall,B-tool
D2,or,O
D2,router,B-system
D2,will,O
D2,allow,O
D2,into,O
D2,a,O
D2,network,B-system
D2,by,O
D2,determining,O
D2,which,O
D2,ports,B-feature
D2,through,O
D2,a,O
D2,firewall,B-tool
D2,allow,O
D2,established,B-feature
D2,connection,I-feature
D2,responses,B-feature
,,
D2,If,O
D2,no,O
D2,response,B-feature
D2,or,O
D2,an,O
D2,ICMP,B-data
D2,Port,I-data
D2,Unreachable,I-data
D2,message,I-data
D2,is,O
D2,returned,O
D2,Nmap,B-tool
D2,will,O
D2,label,O
D2,the,O
D2,target,B-feature
D2,port,I-feature
D2,as,O
D2,filtered,B-feature
D2,meaning,O
D2,that,O
D2,a,O
D2,packet,B-technique
D2,filter,I-technique
D2,is,O
D2,blocking,B-feature
D2,the,O
D2,response,B-feature
,,
D2,Another,O
D2,very,O
D2,stealthy,B-technique
D2,scan,I-technique
D2,that,O
D2,sets,O
D2,all,O
D2,the,O
D2,TCP,B-feature
D2,header,I-feature
D2,flags,I-feature
D2,to,O
D2,off,O
D2,or,O
D2,,O
,,
D2,This,O
D2,is,O
D2,not,O
D2,normally,O
D2,a,O
D2,valid,O
D2,packet,B-data
D2,and,O
D2,some,O
D2,hosts,B-system
D2,will,O
D2,not,O
D2,know,O
D2,what,O
D2,to,O
D2,do,O
D2,with,O
D2,this,O
,,
D2,Windows,B-system
D2,operating,I-system
D2,systems,I-system
D2,are,O
D2,in,O
D2,this,O
D2,group,O
D2,and,O
D2,scanning,B-technique
D2,them,O
D2,with,O
D2,,B-technique
D2,scans,I-technique
D2,will,O
D2,produce,O
D2,unreliable,O
D2,results,O
,,
D2,However,O
D2,for,O
D2,non-Windows,B-system
D2,servers,I-system
D2,protected,O
D2,by,O
D2,a,O
D2,firewall,B-tool
D2,this,O
D2,can,O
D2,be,O
D2,a,O
D2,way,O
D2,to,O
D2,get,O
D2,through,O
,,
D2,XMAS,B-technique
D2,scan,I-technique
D2,is,O
D2,similar,O
D2,to,O
D2,the,O
D2,,B-technique
D2,scan,I-technique
D2,except,O
D2,for,O
D2,all,O
D2,the,O
D2,flags,B-feature
D2,in,O
D2,the,O
D2,TCP,B-feature
D2,header,I-feature
D2,is,O
D2,set,O
D2,to,O
D2,on,O
,,
D2,Windows,B-system
D2,machines,I-system
D2,wont,O
D2,respond,B-feature
D2,to,O
D2,this,O
D2,due,O
D2,to,O
D2,the,O
D2,way,O
D2,their,O
D2,TCP,B-feature
D2,stack,I-feature
D2,is,O
D2,implemented,O
,,
D2,Xmas,O
D2,scans,O
D2,derive,O
D2,their,O
D2,name,O
D2,from,O
D2,the,O
D2,set,O
D2,of,O
D2,flags,B-feature
D2,that,O
D2,are,O
D2,turned,O
D2,on,O
D2,within,O
D2,a,O
D2,packet,B-data
,,
D2,These,O
D2,scans,B-technique
D2,are,O
D2,designed,O
D2,to,O
D2,manipulate,O
D2,the,O
D2,PSH,B-feature
D2,URG,B-feature
D2,and,O
D2,FIN,B-feature
D2,flags,I-feature
D2,of,O
D2,the,O
D2,TCP,B-feature
D2,header,I-feature
,,
D2,RPC,B-technique
D2,scan,I-technique
D2,is,O
D2,special,O
D2,type,O
D2,of,O
D2,scan,B-technique
D2,looks,O
D2,for,O
D2,machines,B-system
D2,answering,O
D2,to,O
D2,RPC,B-function
D2,Remote,B-function
D2,Procedure,I-function
D2,Call,I-function
D2,services,B-app
,,
D2,RPC,B-function
D2,which,O
D2,allows,O
D2,remote,B-function
D2,commands,I-function
D2,to,O
D2,be,O
D2,run,O
D2,on,O
D2,the,O
D2,machine,B-system
D2,under,O
D2,certain,O
D2,conditions,O
D2,can,O
D2,be,O
D2,a,O
D2,dangerous,O
D2,service,B-feature
,,
D2,Since,O
D2,RPC,B-app
D2,services,I-app
D2,can,O
D2,run,O
D2,on,O
D2,many,O
D2,different,O
D2,ports,B-feature
D2,it,O
D2,is,O
D2,hard,O
D2,to,O
D2,tell,O
D2,from,O
D2,a,O
D2,normal,O
D2,scan,B-technique
D2,which,O
D2,ones,O
D2,might,O
D2,be,O
D2,running,O
D2,RPC,B-function
,,
D2,This,O
D2,scan,B-technique
D2,will,O
D2,probe,B-technique
D2,the,O
D2,ports,B-feature
D2,found,O
D2,open,B-feature
D2,on,O
D2,a,O
D2,machine,B-system
D2,with,O
D2,commands,B-function
D2,to,O
D2,show,O
D2,the,O
D2,program,B-function
D2,name,B-feature
D2,and,O
D2,version,B-feature
D2,if,O
D2,RPC,B-function
D2,is,O
D2,running,O
,,
D2,It,O
D2,not,O
D2,a,O
D2,bad,O
D2,idea,O
D2,to,O
D2,run,B-function
D2,one,O
D2,of,O
D2,these,O
D2,scans,B-technique
D2,every,O
D2,often,O
D2,to,O
D2,find,O
D2,out,O
D2,if,O
D2,and,O
D2,where,O
D2,you,O
D2,have,O
D2,these,O
D2,services,B-feature
D2,running,B-function
,,
D2,Scans,B-technique
D2,RPC,B-app
D2,services,I-app
D2,using,O
D2,all,O
D2,discovered,O
D2,open,B-feature
D2,TCP/UDP,B-feature
D2,ports,I-feature
D2,on,O
D2,the,O
D2,target,B-system
D2,to,O
D2,send,O
D2,RPC,B-function
D2,,I-function
D2,commands,I-function
,,
D2,Tries,O
D2,to,O
D2,determine,O
D2,if,O
D2,an,O
D2,RPC,B-function
D2,program,B-function
D2,is,O
D2,listening,B-feature
D2,at,O
D2,the,O
D2,port,B-feature
D2,and,O
D2,identifies,O
D2,type,O
D2,of,O
D2,RPC,B-function
D2,program,B-function
,,
D2,IDLE,B-technique
D2,scan,I-technique
D2,is,O
D2,a,O
D2,super,O
D2,stealthy,B-technique
D2,method,I-technique
D2,whereby,O
D2,the,O
D2,scan,B-technique
D2,packets,B-data
D2,are,O
D2,bounced,O
D2,off,O
D2,an,O
D2,external,B-system
D2,host,I-system
,,
D2,You,O
D2,don�t,O
D2,need,O
D2,to,O
D2,have,O
D2,control,O
D2,over,O
D2,the,O
D2,other,O
D2,host,B-system
D2,but,O
D2,it,O
D2,does,O
D2,have,O
D2,to,O
D2,set,O
D2,up,O
D2,and,O
D2,meet,O
D2,certain,O
D2,requirements,B-feature
,,
D2,You,O
D2,must,O
D2,input,O
D2,the,O
D2,IP,B-feature
D2,address,I-feature
D2,of,O
D2,our,O
D2,zombie,B-system
D2,host,I-system
D2,and,O
D2,what,O
D2,port,B-feature
D2,number,I-feature
D2,to,O
D2,use,O
,,
D2,It,O
D2,is,O
D2,one,O
D2,of,O
D2,the,O
D2,more,O
D2,controversial,O
D2,options,O
D2,in,O
D2,Nmap,B-tool
D2,since,O
D2,it,O
D2,really,O
D2,only,O
D2,has,O
D2,a,O
D2,use,O
D2,for,O
D2,malicious,B-attack
D2,attacks,I-attack
,,
D2,Probe,B-technique
D2,the,O
D2,zombie,B-system
D2,IP,B-feature
D2,ID,I-feature
D2,and,O
D2,record,O
D2,it,O
D2,Forge,B-vulnerability
D2,an,O
D2,SYN,B-data
D2,packet,I-data
D2,from,O
D2,the,O
D2,zombie,B-system
D2,and,O
D2,send,O
D2,it,O
D2,to,O
D2,the,O
D2,desired,O
D2,port,B-feature
D2,on,O
D2,the,O
D2,target,B-system
,,
D2,Depending,O
D2,on,O
D2,the,O
D2,port,B-feature
D2,state,I-feature
D2,the,O
D2,target,B-system
D2,reaction,O
D2,may,O
D2,or,O
D2,may,O
D2,not,O
D2,cause,O
D2,the,O
D2,zombie,B-system
D2,IP,B-feature
D2,ID,I-feature
D2,to,O
D2,be,O
D2,incremented,O
,,
D2,Probe,B-technique
D2,the,O
D2,zombie,B-system
D2,IP,B-feature
D2,ID,I-feature
D2,again,O
D2,The,O
D2,target,B-system
D2,port,B-feature
D2,state,I-feature
D2,is,O
D2,then,O
D2,determined,O
D2,by,O
D2,comparing,O
D2,this,O
D2,new,O
D2,IP,B-feature
D2,ID,I-feature
,,
D2,NSE,B-tool
D2,stands,O
D2,for,O
D2,Nmap,B-tool
D2,Scripting,I-tool
D2,Engine,I-tool
,,
D2,and,O
D2,it,O
D2,is,O
D2,basically,O
D2,a,O
D2,digital,O
D2,library,O
D2,of,O
D2,Nmap,B-function
D2,scripts,I-function
D2,that,O
D2,help,O
D2,enhance,O
D2,the,O
D2,default,B-feature
D2,Nmap,B-tool
D2,features,B-feature
D2,and,O
D2,report,O
D2,the,O
D2,results,O
D2,in,O
D2,a,O
D2,traditional,O
D2,Nmap,B-tool
D2,output,B-feature
,,
D2,You,O
D2,can,O
D2,also,O
D2,write,O
D2,and,O
D2,share,O
D2,your,O
D2,own,O
D2,scripts,B-function
D2,so,O
D2,you're,O
D2,not,O
D2,limited,O
D2,to,O
D2,relying,O
D2,on,O
D2,the,O
D2,Nmap,B-tool
D2,default,B-feature
D2,NSE,B-function
D2,scripts,I-function
,,
D2,The,O
D2,only,O
D2,requirement,O
D2,for,O
D2,you,O
D2,to,O
D2,write,O
D2,these,O
D2,scripts,B-function
D2,is,O
D2,that,O
D2,they,O
D2,must,O
D2,be,O
D2,coded,O
D2,using,O
D2,the,O
D2,Lua,B-tool
D2,programming,I-tool
D2,language,I-tool
,,
D2,Four,O
D2,different,O
D2,types,O
D2,can,O
D2,help,O
D2,us,O
D2,enhance,O
D2,the,O
D2,default,B-feature
D2,Nmap,B-tool
D2,features,O
D2,depending,O
D2,on,O
D2,the,O
D2,target,B-system
D2,and,O
D2,the,O
D2,scanning,B-technique
D2,phase,O
D2,in,O
D2,which,O
D2,they,O
D2,are,O
D2,run,B-function
,,
D2,Prerule,B-function
D2,scripts,I-function
D2,are,O
D2,types,O
D2,of,O
D2,scripts,B-function
D2,run,O
D2,before,O
D2,the,O
D2,rest,O
D2,of,O
D2,any,O
D2,scanning,B-technique
D2,operation,O
D2,while,O
D2,Nmap,B-tool
D2,doesn�t,O
D2,have,O
D2,any,O
D2,data,B-data
D2,about,O
D2,the,O
D2,remote,B-system
D2,target,I-system
,,
D2,Once,O
D2,the,O
D2,Nmap,B-tool
D2,default,B-feature
D2,scan,B-technique
D2,has,O
D2,finished,O
D2,the,O
D2,host,B-system
D2,exploration,B-technique
D2,detection,B-technique
D2,port,B-technique
D2,scanning,I-technique
D2,or,O
D2,software,B-technique
D2,discovery,I-technique
D2,it,O
D2,will,O
D2,perform,O
D2,the,O
D2,host,B-function
D2,scripts,I-function
,,
D2,Service,B-function
D2,scripts,I-function
D2,are,O
D2,a,O
D2,particular,O
D2,set,O
D2,of,O
D2,Nmap,B-function
D2,scripts,I-function
D2,that,O
D2,are,O
D2,run,B-function
D2,against,O
D2,services,B-feature
D2,on,O
D2,the,O
D2,remote,B-system
D2,host,I-system
,,
D2,These,O
D2,include,O
D2,HTTP,B-function
D2,service,I-function
D2,scripts,I-function
D2,for,O
D2,example,O
D2,which,O
D2,can,O
D2,be,O
D2,run,B-function
D2,against,O
D2,web,B-system
D2,servers,I-system
,,
D2,Postrule,B-function
D2,scripts,I-function
D2,are,O
D2,run,B-function
D2,after,O
D2,the,O
D2,entire,O
D2,Nmap,B-technique
D2,scan,I-technique
D2,has,O
D2,finished,O
D2,and,O
D2,are,O
D2,often,O
D2,useful,O
D2,for,O
D2,parsing,B-function
D2,formatting,B-function
D2,and,O
D2,presenting,O
D2,the,O
D2,different,O
D2,results,O
,,
D2,When,O
D2,dealing,O
D2,with,O
D2,over,O
D2,600,O
D2,default,B-feature
D2,Nmap,B-function
D2,scripts,I-function
D2,it,O
D2,is,O
D2,not,O
D2,easy,O
D2,to,O
D2,find,O
D2,the,O
D2,most,O
D2,popular,O
D2,ones,O
D2,by,O
D2,inspecting,O
D2,them,O
D2,one,O
D2,by,O
D2,one,O
,,
D2,auth,B-function
D2,script,I-function
D2,-,O
D2,All,O
D2,sorts,O
D2,of,O
D2,authentication,B-technique
D2,and,O
D2,user,B-feature
D2,privilege,I-feature
D2,scripts,B-function
,,
D2,broadcast,B-function
D2,script,I-function
D2,-,O
D2,Network,B-technique
D2,discovery,I-technique
D2,scripts,B-function
D2,that,O
D2,use,O
D2,broadcast,B-feature
D2,petitions,O
D2,for,O
D2,intel,B-system
D2,gathering,O
,,
D2,brute,B-function
D2,script,I-function
D2,-,O
D2,Set,O
D2,of,O
D2,scripts,B-function
D2,for,O
D2,performing,O
D2,brute,B-attack
D2,force,I-attack
D2,attacks,I-attack
D2,to,O
D2,guess,O
D2,access,B-feature
D2,credentials,I-feature
,,
D2,default,B-function
D2,script,I-function
D2,-,O
D2,The,O
D2,most,O
D2,popular,O
D2,Nmap,B-function
D2,scripts,I-function
D2,using,O
D2,sC,O
D2,by,O
D2,default,B-feature
,,
D2,discovery,B-function
D2,script,I-function
D2,-,O
D2,Scripts,B-function
D2,related,O
D2,to,O
D2,network,B-technique
D2,discovery,I-technique
D2,service,B-technique
D2,discovery,I-technique
D2,and,O
D2,host,B-technique
D2,discovery,I-technique
,,
D2,dos,B-function
D2,script,I-function
D2,-,O
D2,Denial,B-attack
D2,of,I-attack
D2,service,I-attack
D2,attack,I-attack
D2,scripts,B-function
D2,used,O
D2,to,O
D2,test,B-function
D2,and,O
D2,perform,B-function
D2,DOS,B-attack
D2,and,O
D2,floods,B-attack
,,
D2,exploit,B-function
D2,script,I-function
D2,-,O
D2,Used,O
D2,to,O
D2,perform,O
D2,service,B-technique
D2,exploitation,I-technique
D2,on,O
D2,different,O
D2,CVEs,B-vulnerability
,,
D2,external,B-function
D2,script,I-function
D2,-,O
D2,Scripts,B-function
D2,that,O
D2,rely,O
D2,on,O
D2,3rd,B-app
D2,party,I-app
D2,services,I-app
D2,or,O
D2,data,B-data
,,
D2,fuzzer,B-function
D2,script,I-function
D2,-,O
D2,Used,O
D2,to,O
D2,perform,B-function
D2,fuzzing,B-attack
D2,attacks,I-attack
D2,against,O
D2,apps,B-app
D2,services,B-app
D2,or,O
D2,networks,B-system
,,
D2,intrusive,B-function
D2,script,I-function
D2,-,O
D2,All,O
D2,the,O
D2,aggressive�,B-feature
D2,scripts,B-function
D2,that,O
D2,cause,O
D2,a,O
D2,lot,O
D2,of,O
D2,network,B-feature
D2,noise,I-feature
,,
D2,malware,B-function
D2,script,I-function
D2,-,O
D2,Malware,B-technique
D2,detections,I-technique
D2,and,O
D2,exploration,B-technique
D2,scripts,B-function
,,
D2,safe,B-function
D2,script,I-function
D2,-,O
D2,Safe,B-feature
D2,and,O
D2,non-intrusive,B-feature
D2,or,O
D2,noisy,B-feature
D2,scripts,B-function
,,
D2,version,B-function
D2,script,I-function
D2,OS,B-system
D2,service,B-app
D2,and,O
D2,software,B-technique
D2,detection,I-technique
D2,scripts,B-function
,,
D2,vuln,B-function
D2,script,I-function
D2,-,O
D2,The,O
D2,Nmap,B-tool
D2,vuln,B-vulnerability
D2,category,O
D2,includes,O
D2,vulnerability,B-technique
D2,detection,I-technique
D2,and,O
D2,exploitation,B-technique
D2,scripts,B-function
,,
D2,The,O
D2,following,O
D2,is,O
D2,the,O
D2,output,B-feature
D2,of,O
D2,scanning,B-technique
D2,the,O
D2,Metasploitable,B-system
D2,2,I-system
D2,host,I-system
,,
D2,Nmap,B-tool
D2,also,O
D2,allows,O
D2,you,O
D2,to,O
D2,run,B-function
D2,scripts,B-function
D2,using,O
D2,wildcards,B-function
D2,meaning,O
D2,you,O
D2,can,O
D2,target,O
D2,multiple,O
D2,scripts,B-function
D2,that,O
D2,finish,O
D2,or,O
D2,end,O
D2,up,O
D2,with,O
D2,any,O
D2,pattern,O
,,
D2,For,O
D2,example,O
D2,if,O
D2,you,O
D2,want,O
D2,to,O
D2,run,B-function
D2,all,O
D2,the,O
D2,scripts,B-function
D2,that,O
D2,begin,O
D2,with,O
D2,FTP�,B-feature
D2,you,O
D2,could,O
D2,use,O
D2,this,O
D2,syntax,B-feature
,,
D2,This,O
D2,is,O
D2,the,O
D2,perfect,O
D2,solution,O
D2,when,O
D2,you,O
D2,already,O
D2,know,O
D2,which,O
D2,script,B-function
D2,is,O
D2,going,O
D2,to,O
D2,be,O
D2,used,O
,,
D2,if,O
D2,we,O
D2,want,O
D2,to,O
D2,run,O
D2,the,O
D2,HTTP-brute,B-function
D2,script,I-function
D2,to,O
D2,perform,O
D2,brute,B-function
D2,force,I-function
D2,password,B-feature
D2,auditing,B-technique
D2,against,O
D2,HTTP,B-feature
D2,basic,I-feature
D2,digest,B-function
D2,and,O
D2,ntlm,B-technique
D2,authentication,I-technique
,,
D2,NSE,B-tool
D2,has,O
D2,the,O
D2,ability,O
D2,to,O
D2,let,O
D2,you,O
D2,write,O
D2,your,O
D2,own,O
D2,scripts,B-function
D2,and,O
D2,run,B-function
D2,those,O
D2,scripts,B-function
D2,locally,B-feature
D2,in,O
D2,your,O
D2,operating,B-system
D2,system,I-system
,,
D3,Firewall,B-feature
D3,Intrusion,B-tool
D3,Prevention,I-tool
D3,Systems,I-tool
D3,IPS,I-tool
D3,and,O
D3,Intrusion,B-tool
D3,Detection,I-tool
D3,Systems,I-tool
D3,IDS,I-tool
D3,are,O
D3,only,O
D3,as,O
D3,robust,O
D3,as,O
D3,you,O
D3,configure,B-function
D3,them,O
D3,for,O
D3,your,O
D3,perimeter,B-technique
D3,security,I-technique
D3,needs,O
,,
D3,Where,O
D3,they,O
D3,reside,O
D3,on,O
D3,your,O
D3,network,B-system
D3,how,O
D3,they,O
D3,interact,O
D3,and,O
D3,improving,O
D3,Penetration,B-technique
D3,Pen,I-technique
D3,Testing,I-technique
D3,services,I-technique
D3,is,O
D3,key,O
D3,to,O
D3,having,O
D3,a,O
D3,strong,O
D3,defensive,B-technique
D3,perimeter,I-technique
D3,for,O
D3,your,O
D3,organization,B-system
,,
D3,IDS,B-technique
D3,network,I-technique
D3,security,I-technique
D3,and,O
D3,IPS,B-technique
D3,security,I-technique
D3,along,O
D3,with,O
D3,Firewall,B-tool
D3,leveraging,O
D3,can,O
D3,help,O
D3,provide,O
D3,this,O
,,
D3,Cyberinfrastructures,B-system
D3,using,O
D3,prevention,B-technique
D3,platforms,B-system
D3,require,O
D3,both,O
D3,regularly,O
D3,scheduled,O
D3,performance,B-technique
D3,assessments,I-technique
D3,and,O
D3,changing,O
D3,topology,B-feature
D3,etc,O
,,
D3,Most,O
D3,industry-standard,O
D3,institutes,O
D3,recommend,O
D3,even,O
D3,more,O
D3,frequent,O
D3,assessments,B-technique
,,
D3,It,O
D3,is,O
D3,advised,O
D3,to,O
D3,change,O
D3,your,O
D3,current,O
D3,devices,B-system
D3,around,O
D3,at,O
D3,a,O
D3,certain,O
D3,frequent,O
D3,level,O
,,
D3,If,O
D3,they,O
D3,are,O
D3,always,O
D3,static,B-feature
D3,on-going,O
D3,cybercriminals,B-attacker
D3,learn,O
D3,how,O
D3,they,O
D3,always,O
D3,sit,O
D3,on,O
D3,your,O
D3,perimeter,O
D3,and,O
D3,eventually,O
D3,hack,B-attack
D3,them,O
D3,after,O
D3,long,O
D3,periods,O
D3,in,O
D3,scanning,B-technique
D3,for,O
D3,weaknesses,B-vulnerability
,,
D3,When,O
D3,performing,O
D3,pentest,B-technique
D3,against,O
D3,your,O
D3,own,O
D3,networks,B-system
D3,basically,O
D3,you,O
D3,are,O
D3,evading,B-technique
D3,your,O
D3,own,O
D3,security,B-system
D3,systems,I-system
,,
D3,We,O
D3,usually,O
D3,refer,O
D3,to,O
D3,these,O
D3,self-targeted,B-technique
D3,evading,I-technique
D3,activities,I-technique
D3,as,I-technique
D3,ethical,O
D3,hacking,B-technique
D3,and,I-technique
D3,perform,O
D3,the,O
D3,pentesting,O
D3,as,B-technique
D3,�'white-,O
D3,hats',B-securityTeam
,,
D3,Pentesting,B-technique
D3,helps,O
D3,understand,O
D3,the,O
D3,danger,O
D3,of,O
D3,real,O
D3,attackers,B-attacker
,,
D3,If,O
D3,you,O
D3,can,O
D3,sneak,O
D3,around,O
D3,a,O
D3,blocked,B-feature
D3,portmapper,B-tool
D3,port,B-feature
D3,using,O
D3,Nmap,B-tool
D3,direct,O
D3,RPC,B-technique
D3,scanning,I-technique
D3,then,O
D3,so,O
D3,can,O
D3,the,O
D3,bad,B-attacker
D3,guys,I-attacker
,,
D3,It,O
D3,is,O
D3,easy,O
D3,to,O
D3,make,O
D3,a,O
D3,mistake,O
D3,in,O
D3,configuring,B-function
D3,complex,O
D3,firewalls,B-tool
D3,and,O
D3,other,O
D3,devices,B-system
,,
D3,Many,O
D3,of,O
D3,them,O
D3,even,O
D3,come,O
D3,with,O
D3,glaring,O
D3,security,B-vulnerability
D3,holes,I-vulnerability
D3,that,O
D3,conscientious,O
D3,users,B-user
D3,must,O
D3,find,O
D3,and,O
D3,close,O
,,
D3,Regular,O
D3,network,B-technique
D3,scanning,I-technique
D3,can,O
D3,help,O
D3,find,O
D3,dangerous,O
D3,implicit,O
D3,rules,B-function
D3,before,O
D3,attackers,B-attacker
D3,do,O
,,
D3,There,O
D3,are,O
D3,good,O
D3,reasons,O
D3,for,O
D3,evading,B-technique
D3,IDS,B-tool
D3,as,O
D3,well,O
D3,Product,B-technique
D3,evaluation,I-technique
D3,is,O
D3,one,O
D3,of,O
D3,the,O
D3,most,O
D3,common,O
,,
D3,If,O
D3,attackers,B-attacker
D3,can,O
D3,slide,O
D3,under,O
D3,the,O
D3,radar,O
D3,by,O
D3,simply,O
D3,adding,O
D3,an,O
D3,Nmap,B-tool
D3,flag,B-feature
D3,or,O
D3,two,O
D3,the,O
D3,system,B-system
D3,does,O
D3,not,O
D3,offer,O
D3,much,O
D3,protection,B-feature
,,
D3,Pentesting,B-tool
D3,tools,I-tool
D3,such,O
D3,as,O
D3,Nmap,B-tool
D3,and,O
D3,Metasploit,B-tool
D3,offer,O
D3,many,O
D3,features,O
D3,for,O
D3,evading,B-technique
D3,firewall,B-function
D3,rules,I-function
D3,or,O
D3,sneaking,B-technique
D3,past,I-technique
D3,IDSs,B-tool
,,
D3,These,O
D3,capabilities,O
D3,allow,O
D3,bad,B-attacker
D3,guys�,I-attacker
D3,to,O
D3,misuse,O
D3,it,O
D3,for,O
D3,evil�,O
D3,purposes,O
,,
D3,However,O
D3,from,O
D3,the,O
D3,administrator,B-securityTeam
D3,perspectives,O
D3,mimicking,O
D3,attackers,B-attacker
D3,behaviors,O
D3,and,O
D3,actions,O
D3,maybe,O
D3,the,O
D3,best,O
D3,that,O
D3,they,O
D3,can,O
D3,do,O
D3,to,O
D3,identify,O
D3,security,B-vulnerability
D3,holes,I-vulnerability
D3,before,O
D3,attackers,B-attacker
D3,do,O
,,
D3,This,O
D3,lab,O
D3,is,O
D3,by-no-mean,O
D3,the,O
D3,utterly,O
D3,and,O
D3,eagerly,O
D3,promoting,O
D3,Nmap,B-tool
D3,and,O
D3,Metasploit,B-tool
,,
D3,It,O
D3,simply,O
D3,introduces,O
D3,the,O
D3,beginning,O
D3,level,O
D3,of,O
D3,cyber,B-securityTeam
D3,defenders,I-securityTeam
,,
D3,to,O
D3,start,O
D3,their,O
D3,network,B-technique
D3,security,I-technique
D3,endeavors,O
D3,in,O
D3,the,O
D3,area,O
D3,of,O
D3,penetration,B-technique
D3,testing,I-technique
,,
D3,since,O
D3,we,O
D3,know,O
D3,pentesting,B-technique
D3,represents,O
D3,the,O
D3,art,O
D3,of,O
D3,cybersecurity,B-technique
,,
D3,deep,O
D3,understanding,O
D3,of,O
D3,the,O
D3,given,O
D3,security,B-system
D3,system,I-system
,,
D3,The,O
D3,goal,O
D3,of,O
D3,this,O
D3,pentest,B-technique
D3,is,O
D3,to,O
D3,assess,B-technique
D3,the,O
D3,firewall,B-function
D3,rule,I-function
D3,setup,B-system
D3,and,O
D3,IDS,B-tool
D3,system,I-tool
,,
D3,In,O
D3,this,O
D3,pentest,B-technique
D3,we,O
D3,apply,O
D3,the,O
D3,white-box,B-technique
D3,testing,I-technique
D3,strategy,I-technique
D3,in,O
D3,which,O
D3,a,O
D3,white-box,B-securityTeam
D3,tester,I-securityTeam
D3,has,O
D3,the,O
D3,access,O
D3,and,O
D3,knowledge,O
D3,levels,O
D3,of,O
D3,the,O
D3,system,B-securityTeam
D3,admin,I-securityTeam
D3,including,O
D3,the,O
D3,knowledge,O
D3,of,O
D3,iptables,B-feature
D3,firewall,B-function
D3,rules,I-function
D3,and,O
D3,snort,B-function
D3,rules,I-function
D3,setup,B-system
,,
D3,The,O
D3,goal,O
D3,of,O
D3,the,O
D3,pentest,B-technique
D3,is,O
D3,to,O
D3,explore,O
D3,the,O
D3,configuration,B-feature
D3,issues,O
D3,of,O
D3,iptables,B-feature
D3,and,O
D3,snort,B-tool
D3,ie,O
D3,identify,O
D3,the,O
D3,system,B-system
D3,weakness,B-vulnerability
D3,due,O
D3,to,O
D3,configuration,B-vulnerability
D3,flaws,I-vulnerability
,,
D3,This,O
D3,means,O
D3,that,O
D3,the,O
D3,pen,B-securityTeam
D3,tester,I-securityTeam
D3,knows,O
D3,the,O
D3,iptables,B-app
D3,and,O
D3,snort,B-tool
D3,configurations,B-feature
D3,and,O
D3,networking,B-system
D3,system,I-system
D3,setup,I-system
,,
D3,During,O
D3,the,O
D3,pen,B-technique
D3,test,I-technique
D3,the,O
D3,pen,B-securityTeam
D3,tester,I-securityTeam
D3,can,O
D3,monitor,B-technique
D3,the,O
D3,actions,O
D3,or,O
D3,output,B-feature
D3,of,O
D3,iptables,B-feature
D3,and,O
D3,snort,B-tool
,,
D3,The,O
D3,pen,B-securityTeam
D3,tester,I-securityTeam
D3,tries,O
D3,to,O
D3,explore,B-technique
D3,vulnerabilities,B-vulnerability
D3,focusing,O
D3,on,O
D3,two,O
D3,areas,O
,,
D3,System,B-feature
D3,configurations,I-feature
D3,-,O
D3,firewall,B-tool
D3,setup,B-system
D3,such,O
D3,as,O
D3,open,B-feature
D3,close,B-feature
D3,filter,B-feature
D3,unfilter,B-feature
D3,ports,B-feature
D3,reachable,O
D3,services,B-app
D3,or,O
D3,nodes,B-system
D3,firewall,B-tool
D3,performance,B-technique
D3,measurements,I-technique
D3,etc,O
,,
D3,IDS,B-tool
D3,setup,B-system
D3,such,O
D3,as,O
D3,detection,B-feature
D3,threshold,I-feature
D3,setup,I-feature
D3,success,O
D3,and,O
D3,missed,O
D3,attack,B-attack
D3,scenarios,I-attack
D3,etc,O
,,
D3,Vulnerabilities,B-vulnerability
D3,There,O
D3,is,O
D3,one,O
D3,Metasploitable-2,B-system
D3,VM,B-system
D3,running,B-function
D3,behind,O
D3,the,O
D3,firewall,B-tool
,,
D3,The,O
D3,pen,B-securityTeam
D3,tester,I-securityTeam
D3,is,O
D3,required,O
D3,to,O
