,Unnamed: 0,Unnamed: 0.1,sentence,tag,entity,relation
530,530,530,closed , feature,"('closed ', ' feature')",
531,531,531,unfiltered , feature,"('unfiltered ', ' feature')",can_analyze
532,532,532,target , system,"('target ', ' system')",has_a
533,533,533,respond , feature,"('respond ', ' feature')",can_analyze
534,534,534,RST packet , data ,"('RST packet ', ' data ')",
535,535,535, ,blank, ,
536,536,536,scan , technique,"('scan ', ' technique')",can_detect
537,537,537,intrusive , attack,"('intrusive ', ' attack')",can_harm
538,538,538,target host , system ,"('target host ', ' system ')",
539,539,539, ,blank, ,
540,540,540,SYN scan , technique ,"('SYN scan ', ' technique ')",
541,541,541,services , feature,"('services ', ' feature')",
542,542,542,receive , function,"('receive ', ' function')",has_a
543,543,543,connection , feature,"('connection ', ' feature')",
544,544,544, ,blank, ,
545,545,545,SYN , feature,"('SYN ', ' feature')",
546,546,546,ACK , feature,"('ACK ', ' feature')",
547,547,547,detect , technique,"('detect ', ' technique')",
548,548,548,open port , feature ,"('open port ', ' feature ')",
549,549,549, ,blank, ,
550,550,550,SYN scans , technique ,"('SYN scans ', ' technique ')",
551,551,551,3-way handshake , technique ,"('3-way handshake ', ' technique ')",
552,552,552,half-open scan , technique ,"('half-open scan ', ' technique ')",
553,553,553, ,blank, ,
554,554,554,Attacker , attacker,"('Attacker ', ' attacker')",uses
555,555,555,RESET RST , feature ,"('RESET RST ', ' feature ')",
556,556,556,receiving , feature,"('receiving ', ' feature')",
557,557,557,SYN-ACK response , feature ,"('SYN-ACK response ', ' feature ')",
558,558,558, ,blank, ,
559,559,559,connection , feature,"('connection ', ' feature')",
560,560,560,established , feature,"('established ', ' feature')",can_analyze
561,561,561,target , system,"('target ', ' system')",
562,562,562,log , function,"('log ', ' function')",has_a
563,563,563,connection , feature,"('connection ', ' feature')",
564,564,564, ,blank, ,
565,565,565,stealthier , vulnerability,"('stealthier ', ' vulnerability')",
566,566,566,full TCP Connect scans , technique   ,"('full TCP Connect scans ', ' technique   ')",
567,567,567, ,blank, ,
568,568,568,target port , feature ,"('target port ', ' feature ')",
569,569,569,closed , feature,"('closed ', ' feature')",can_analyze
570,570,570,destination , system,"('destination ', ' system')",has_a
571,571,571,RESET , feature,"('RESET ', ' feature')",
572,572,572, ,blank, ,
573,573,573,SYN flood , attack ,"('SYN flood ', ' attack ')",is_part_of
574,574,574,accidental , attack,"('accidental ', ' attack')",is_part_of
575,575,575,denial-of-service attacks , attack ,"('denial-of-service attacks ', ' attack ')",can_harm
576,576,576,target , system,"('target ', ' system')",has_a
577,577,577,slow , feature,"('slow ', ' feature')",
578,578,578, ,blank, ,
579,579,579,FIN scan , technique ,"('FIN scan ', ' technique ')",
580,580,580,stealthy scan , technique ,"('stealthy scan ', ' technique ')",
581,581,581,SYN scan , technique ,"('SYN scan ', ' technique ')",
582,582,582,sends , function,"('sends ', ' function')",can_analyze
583,583,583,TCP FIN packet , data  ,"('TCP FIN packet ', ' data  ')",
584,584,584, ,blank, ,
585,585,585,RST packet , data ,"('RST packet ', ' data ')",
586,586,586,input , feature,"('input ', ' feature')",
587,587,587,FIN scan , technique ,"('FIN scan ', ' technique ')",
588,588,588,FALSE positives , feature ,"('FALSE positives ', ' feature ')",
589,589,589,negatives , feature,"('negatives ', ' feature')",is_part_of
590,590,590,IDS , tool,"('IDS ', ' tool')",has_a
591,591,591,programs , function,"('programs ', ' function')",
592,592,592, ,blank, ,
593,593,593,Ack scanning , technique ,"('Ack scanning ', ' technique ')",
594,594,594,port , feature,"('port ', ' feature')",
595,595,595,filtered , feature,"('filtered ', ' feature')",
596,596,596, ,blank, ,
597,597,597,probe , technique,"('probe ', ' technique')",has_a
598,598,598,firewall , tool,"('firewall ', ' tool')",has_a
599,599,599,rulesets , function,"('rulesets ', ' function')",
600,600,600, ,blank, ,
601,601,601,packet filtering , technique ,"('packet filtering ', ' technique ')",
602,602,602,established connections , feature ,"('established connections ', ' feature ')",can_analyze
603,603,603,packets ACK bit , data  ,"('packets ACK bit ', ' data  ')",
604,604,604,stateful , feature,"('stateful ', ' feature')",is_part_of
605,605,605,firewall , tool,"('firewall ', ' tool')",
606,606,606, ,blank, ,
607,607,607,ACK scan , technique ,"('ACK scan ', ' technique ')",
608,608,608,packet , data,"('packet ', ' data')",
609,609,609,ACK code bit set , data   ,"('ACK code bit set ', ' data   ')",
610,610,610,target port , feature ,"('target port ', ' feature ')",
611,611,611, ,blank, ,
612,612,612,attacker , attacker,"('attacker ', ' attacker')",uses
613,613,613,packet filtering , technique ,"('packet filtering ', ' technique ')",
614,614,614,devices , system,"('devices ', ' system')",
615,615,615, ,blank, ,
616,616,616,attacker , attacker,"('attacker ', ' attacker')",uses
617,617,617,established connections , feature ,"('established connections ', ' feature ')",is_part_of
618,618,618,firewall , tool,"('firewall ', ' tool')",can_analyze
619,619,619,router , system,"('router ', ' system')",
620,620,620,network , system,"('network ', ' system')",has_a
621,621,621,ports , feature,"('ports ', ' feature')",is_part_of
622,622,622,firewall , tool,"('firewall ', ' tool')",has_a
623,623,623,established connection , feature ,"('established connection ', ' feature ')",
624,624,624,responses , feature,"('responses ', ' feature')",
625,625,625, ,blank, ,
626,626,626,response , feature,"('response ', ' feature')",can_analyze
627,627,627,ICMP Port Unreachable message , data   ,"('ICMP Port Unreachable message ', ' data   ')",
628,628,628,Nmap , tool,"('Nmap ', ' tool')",has_a
629,629,629,target port , feature ,"('target port ', ' feature ')",
630,630,630,filtered , feature,"('filtered ', ' feature')",
631,631,631,packet filter , technique ,"('packet filter ', ' technique ')",
632,632,632,blocking , feature,"('blocking ', ' feature')",
633,633,633,response , feature,"('response ', ' feature')",
634,634,634, ,blank, ,
635,635,635,stealthy scan , technique ,"('stealthy scan ', ' technique ')",
636,636,636,TCP header flags , feature  ,"('TCP header flags ', ' feature  ')",
637,637,637, ,blank, ,
638,638,638,packet , data,"('packet ', ' data')",
639,639,639,hosts , system,"('hosts ', ' system')",
640,640,640, ,blank, ,
641,641,641,Windows operating systems , system  ,"('Windows operating systems ', ' system  ')",
642,642,642,scanning , technique,"('scanning ', ' technique')",
643,643,643, scans , technique ,"(' scans ', ' technique ')",
644,644,644, ,blank, ,
645,645,645,non-Windows servers , system ,"('non-Windows servers ', ' system ')",has_a
646,646,646,firewall , tool,"('firewall ', ' tool')",
647,647,647, ,blank, ,
648,648,648,XMAS scan , technique ,"('XMAS scan ', ' technique ')",
649,649,649, scan , technique ,"(' scan ', ' technique ')",
650,650,650,flags , feature,"('flags ', ' feature')",
651,651,651,TCP header , feature ,"('TCP header ', ' feature ')",
652,652,652, ,blank, ,
653,653,653,Windows machines , system ,"('Windows machines ', ' system ')",has_a
654,654,654,respond , feature,"('respond ', ' feature')",
655,655,655,TCP stack , feature ,"('TCP stack ', ' feature ')",
656,656,656, ,blank, ,
657,657,657,flags , feature,"('flags ', ' feature')",can_analyze
658,658,658,packet , data,"('packet ', ' data')",
659,659,659, ,blank, ,
660,660,660,scans , technique,"('scans ', ' technique')",
661,661,661,PSH , feature,"('PSH ', ' feature')",
662,662,662,URG , feature,"('URG ', ' feature')",
663,663,663,FIN flags , feature ,"('FIN flags ', ' feature ')",
664,664,664,TCP header , feature ,"('TCP header ', ' feature ')",
665,665,665, ,blank, ,
666,666,666,RPC scan , technique ,"('RPC scan ', ' technique ')",
667,667,667,scan , technique,"('scan ', ' technique')",
668,668,668,machines , system,"('machines ', ' system')",
669,669,669,RPC , function,"('RPC ', ' function')",
670,670,670,Remote Procedure Call , function  ,"('Remote Procedure Call ', ' function  ')",can_analyze
671,671,671,services , app,"('services ', ' app')",
672,672,672, ,blank, ,
673,673,673,RPC , function,"('RPC ', ' function')",
674,674,674,remote commands , function ,"('remote commands ', ' function ')",can_analyze
675,675,675,machine , system,"('machine ', ' system')",has_a
676,676,676,service , feature,"('service ', ' feature')",
677,677,677, ,blank, ,
678,678,678,RPC services , app ,"('RPC services ', ' app ')",has_a
679,679,679,ports , feature,"('ports ', ' feature')",
680,680,680,scan , technique,"('scan ', ' technique')",
681,681,681,RPC , function,"('RPC ', ' function')",
682,682,682, ,blank, ,
683,683,683,scan , technique,"('scan ', ' technique')",
684,684,684,probe , technique,"('probe ', ' technique')",
685,685,685,ports , feature,"('ports ', ' feature')",
686,686,686,open , feature,"('open ', ' feature')",can_analyze
687,687,687,machine , system,"('machine ', ' system')",
688,688,688,commands , function,"('commands ', ' function')",
689,689,689,program , function,"('program ', ' function')",has_a
690,690,690,name , feature,"('name ', ' feature')",
691,691,691,version , feature,"('version ', ' feature')",
692,692,692,RPC , function,"('RPC ', ' function')",
693,693,693, ,blank, ,
694,694,694,run , function,"('run ', ' function')",
695,695,695,scans , technique,"('scans ', ' technique')",
696,696,696,services , feature,"('services ', ' feature')",
697,697,697,running , function,"('running ', ' function')",
698,698,698, ,blank, ,
699,699,699,Scans , technique,"('Scans ', ' technique')",
700,700,700,RPC services , app ,"('RPC services ', ' app ')",has_a
701,701,701,open , feature,"('open ', ' feature')",
702,702,702,TCP/UDP ports , feature ,"('TCP/UDP ports ', ' feature ')",can_analyze
703,703,703,target , system,"('target ', ' system')",
704,704,704,RPC  commands , function  ,"('RPC  commands ', ' function  ')",
705,705,705, ,blank, ,
706,706,706,RPC , function,"('RPC ', ' function')",
707,707,707,program , function,"('program ', ' function')",has_a
708,708,708,listening , feature,"('listening ', ' feature')",
709,709,709,port , feature,"('port ', ' feature')",
710,710,710,RPC , function,"('RPC ', ' function')",
711,711,711,program , function,"('program ', ' function')",
712,712,712, ,blank, ,
713,713,713,IDLE scan , technique ,"('IDLE scan ', ' technique ')",
714,714,714,stealthy method , technique ,"('stealthy method ', ' technique ')",
715,715,715,scan , technique,"('scan ', ' technique')",
716,716,716,packets , data,"('packets ', ' data')",
717,717,717,external host , system ,"('external host ', ' system ')",
718,718,718, ,blank, ,
719,719,719,host , system,"('host ', ' system')",has_a
720,720,720,requirements , feature,"('requirements ', ' feature')",
721,721,721, ,blank, ,
722,722,722,IP address , feature ,"('IP address ', ' feature ')",can_analyze
723,723,723,zombie host , system ,"('zombie host ', ' system ')",has_a
724,724,724,port number , feature ,"('port number ', ' feature ')",
725,725,725, ,blank, ,
726,726,726,Nmap , tool,"('Nmap ', ' tool')",can_detect
727,727,727,malicious attacks , attack ,"('malicious attacks ', ' attack ')",
728,728,728, ,blank, ,
729,729,729,Probe , technique,"('Probe ', ' technique')",
730,730,730,zombie , system,"('zombie ', ' system')",has_a
731,731,731,IP ID , feature ,"('IP ID ', ' feature ')",can_analyze
732,732,732,Forge , vulnerability,"('Forge ', ' vulnerability')",
733,733,733,SYN packet , data ,"('SYN packet ', ' data ')",
734,734,734,zombie , system,"('zombie ', ' system')",has_a
735,735,735,port , feature,"('port ', ' feature')",can_analyze
736,736,736,target , system,"('target ', ' system')",
737,737,737, ,blank, ,
738,738,738,port state , feature ,"('port state ', ' feature ')",can_analyze
739,739,739,target , system,"('target ', ' system')",
740,740,740,zombie , system,"('zombie ', ' system')",has_a
741,741,741,IP ID , feature ,"('IP ID ', ' feature ')",
742,742,742, ,blank, ,
743,743,743,Probe , technique,"('Probe ', ' technique')",
744,744,744,zombie , system,"('zombie ', ' system')",has_a
745,745,745,IP ID , feature ,"('IP ID ', ' feature ')",can_analyze
746,746,746,target , system,"('target ', ' system')",has_a
747,747,747,port state , feature ,"('port state ', ' feature ')",
748,748,748,IP ID , feature ,"('IP ID ', ' feature ')",
749,749,749, ,blank, ,
750,750,750,NSE , tool,"('NSE ', ' tool')",is_part_of
751,751,751,Nmap Scripting Engine , tool  ,"('Nmap Scripting Engine ', ' tool  ')",
752,752,752, ,blank, ,
753,753,753,Nmap scripts , function ,"('Nmap scripts ', ' function ')",has_a
754,754,754,default , feature,"('default ', ' feature')",is_part_of
755,755,755,Nmap , tool,"('Nmap ', ' tool')",has_a
756,756,756,features , feature,"('features ', ' feature')",is_part_of
757,757,757,Nmap , tool,"('Nmap ', ' tool')",has_a
758,758,758,output , feature,"('output ', ' feature')",
759,759,759, ,blank, ,
760,760,760,scripts , function,"('scripts ', ' function')",
761,761,761,Nmap , tool,"('Nmap ', ' tool')",has_a
762,762,762,default , feature,"('default ', ' feature')",
763,763,763,NSE scripts , function ,"('NSE scripts ', ' function ')",
764,764,764, ,blank, ,
765,765,765,scripts , function,"('scripts ', ' function')",
766,766,766,Lua programming language , tool  ,"('Lua programming language ', ' tool  ')",
767,767,767, ,blank, ,
768,768,768,default , feature,"('default ', ' feature')",is_part_of
769,769,769,Nmap , tool,"('Nmap ', ' tool')",can_analyze
770,770,770,target , system,"('target ', ' system')",
771,771,771,scanning , technique,"('scanning ', ' technique')",
772,772,772,run , function,"('run ', ' function')",
773,773,773, ,blank, ,
774,774,774,Prerule scripts , function ,"('Prerule scripts ', ' function ')",
775,775,775,scripts , function,"('scripts ', ' function')",
776,776,776,scanning , technique,"('scanning ', ' technique')",has_a
777,777,777,Nmap , tool,"('Nmap ', ' tool')",can_analyze
778,778,778,data , data,"('data ', ' data')",
779,779,779,remote target , system ,"('remote target ', ' system ')",
780,780,780, ,blank, ,
781,781,781,Nmap , tool,"('Nmap ', ' tool')",has_a
782,782,782,default , feature,"('default ', ' feature')",
783,783,783,scan , technique,"('scan ', ' technique')",
784,784,784,host , system,"('host ', ' system')",
785,785,785,exploration , technique,"('exploration ', ' technique')",
786,786,786,detection , technique,"('detection ', ' technique')",
787,787,787,port scanning , technique ,"('port scanning ', ' technique ')",
788,788,788,software discovery , technique ,"('software discovery ', ' technique ')",
789,789,789,host scripts , function ,"('host scripts ', ' function ')",
790,790,790, ,blank, ,
791,791,791,Service scripts , function ,"('Service scripts ', ' function ')",
792,792,792,Nmap scripts , function ,"('Nmap scripts ', ' function ')",
793,793,793,run , function,"('run ', ' function')",has_a
794,794,794,services , feature,"('services ', ' feature')",can_analyze
795,795,795,remote host , system ,"('remote host ', ' system ')",
796,796,796, ,blank, ,
797,797,797,HTTP service scripts , function  ,"('HTTP service scripts ', ' function  ')",
798,798,798,run , function,"('run ', ' function')",can_analyze
799,799,799,web servers , system ,"('web servers ', ' system ')",
800,800,800, ,blank, ,
801,801,801,Postrule scripts , function ,"('Postrule scripts ', ' function ')",
802,802,802,run , function,"('run ', ' function')",
803,803,803,Nmap scan , technique ,"('Nmap scan ', ' technique ')",
804,804,804,parsing , function,"('parsing ', ' function')",
805,805,805,formatting , function,"('formatting ', ' function')",
806,806,806, ,blank, ,
807,807,807,default , feature,"('default ', ' feature')",
808,808,808,Nmap scripts , function ,"('Nmap scripts ', ' function ')",
809,809,809, ,blank, ,
810,810,810,auth script , function ,"('auth script ', ' function ')",
811,811,811,authentication , technique,"('authentication ', ' technique')",
812,812,812,user privilege , feature ,"('user privilege ', ' feature ')",
813,813,813,scripts , function,"('scripts ', ' function')",
814,814,814, ,blank, ,
815,815,815,broadcast script , function ,"('broadcast script ', ' function ')",
816,816,816,Network discovery , technique ,"('Network discovery ', ' technique ')",
817,817,817,scripts , function,"('scripts ', ' function')",has_a
818,818,818,broadcast , feature,"('broadcast ', ' feature')",can_analyze
819,819,819,intel , system,"('intel ', ' system')",
820,820,820, ,blank, ,
821,821,821,brute script , function ,"('brute script ', ' function ')",
822,822,822,scripts , function,"('scripts ', ' function')",can_detect
823,823,823,brute force attacks , attack  ,"('brute force attacks ', ' attack  ')",
824,824,824,access credentials , feature ,"('access credentials ', ' feature ')",
825,825,825, ,blank, ,
826,826,826,default script , function ,"('default script ', ' function ')",
827,827,827,Nmap scripts , function ,"('Nmap scripts ', ' function ')",has_a
828,828,828,default , feature,"('default ', ' feature')",
829,829,829, ,blank, ,
830,830,830,discovery script , function ,"('discovery script ', ' function ')",
831,831,831,Scripts , function,"('Scripts ', ' function')",
832,832,832,network discovery , technique ,"('network discovery ', ' technique ')",
833,833,833,service discovery , technique ,"('service discovery ', ' technique ')",
834,834,834,host discovery , technique ,"('host discovery ', ' technique ')",
835,835,835, ,blank, ,
836,836,836,dos script , function ,"('dos script ', ' function ')",can_detect
837,837,837,Denial of service attack , attack   ,"('Denial of service attack ', ' attack   ')",
838,838,838,scripts , function,"('scripts ', ' function')",
839,839,839,test , function,"('test ', ' function')",
840,840,840,perform , function,"('perform ', ' function')",can_detect
841,841,841,DOS , attack,"('DOS ', ' attack')",is_part_of
842,842,842,floods , attack,"('floods ', ' attack')",
843,843,843, ,blank, ,
844,844,844,exploit script , function ,"('exploit script ', ' function ')",
845,845,845,service exploitation , technique ,"('service exploitation ', ' technique ')",can_analyze
846,846,846,CVEs , vulnerability,"('CVEs ', ' vulnerability')",
847,847,847, ,blank, ,
848,848,848,external script , function ,"('external script ', ' function ')",
849,849,849,Scripts , function,"('Scripts ', ' function')",can_analyze
850,850,850,3rd party services , app  ,"('3rd party services ', ' app  ')",uses
851,851,851,data , data,"('data ', ' data')",
852,852,852, ,blank, ,
853,853,853,fuzzer script , function ,"('fuzzer script ', ' function ')",
854,854,854,perform , function,"('perform ', ' function')",can_detect
855,855,855,fuzzing attacks , attack ,"('fuzzing attacks ', ' attack ')",can_harm
856,856,856,apps , app,"('apps ', ' app')",
857,857,857,services , app,"('services ', ' app')",
858,858,858,networks , system,"('networks ', ' system')",
859,859,859, ,blank, ,
860,860,860,intrusive script , function ,"('intrusive script ', ' function ')",has_a
861,861,861,aggressive� , feature,"('aggressive� ', ' feature')",
862,862,862,scripts , function,"('scripts ', ' function')",has_a
863,863,863,network noise , feature ,"('network noise ', ' feature ')",
864,864,864, ,blank, ,
865,865,865,malware script , function ,"('malware script ', ' function ')",
866,866,866,Malware detections , technique ,"('Malware detections ', ' technique ')",
867,867,867,exploration , technique,"('exploration ', ' technique')",
868,868,868,scripts , function,"('scripts ', ' function')",
869,869,869, ,blank, ,
870,870,870,safe script , function ,"('safe script ', ' function ')",has_a
871,871,871,Safe , feature,"('Safe ', ' feature')",
872,872,872,non-intrusive , feature,"('non-intrusive ', ' feature')",
873,873,873,noisy , feature,"('noisy ', ' feature')",
874,874,874,scripts , function,"('scripts ', ' function')",
875,875,875, ,blank, ,
876,876,876,version script , function ,"('version script ', ' function ')",can_analyze
877,877,877,OS , system,"('OS ', ' system')",
878,878,878,service , app,"('service ', ' app')",
879,879,879,software detection , technique ,"('software detection ', ' technique ')",
880,880,880,scripts , function,"('scripts ', ' function')",
881,881,881, ,blank, ,
882,882,882,vuln script , function ,"('vuln script ', ' function ')",
883,883,883,Nmap , tool,"('Nmap ', ' tool')",can_analyze
884,884,884,vuln , vulnerability,"('vuln ', ' vulnerability')",
885,885,885,vulnerability detection , technique ,"('vulnerability detection ', ' technique ')",
886,886,886,exploitation , technique,"('exploitation ', ' technique')",
887,887,887,scripts , function,"('scripts ', ' function')",
888,888,888, ,blank, ,
889,889,889,output , feature,"('output ', ' feature')",
890,890,890,scanning , technique,"('scanning ', ' technique')",
891,891,891,Metasploitable 2 host , system  ,"('Metasploitable 2 host ', ' system  ')",
892,892,892, ,blank, ,
893,893,893,Nmap , tool,"('Nmap ', ' tool')",has_a
894,894,894,run , function,"('run ', ' function')",
895,895,895,scripts , function,"('scripts ', ' function')",
896,896,896,wildcards , function,"('wildcards ', ' function')",
897,897,897,scripts , function,"('scripts ', ' function')",
898,898,898, ,blank, ,
899,899,899,run , function,"('run ', ' function')",
900,900,900,scripts , function,"('scripts ', ' function')",has_a
901,901,901,FTP� , feature,"('FTP� ', ' feature')",
902,902,902,syntax , feature,"('syntax ', ' feature')",
903,903,903, ,blank, ,
904,904,904,script , function,"('script ', ' function')",
905,905,905, ,blank, ,
906,906,906,HTTP-brute script , function ,"('HTTP-brute script ', ' function ')",
907,907,907,brute force , function ,"('brute force ', ' function ')",has_a
908,908,908,password , feature,"('password ', ' feature')",
909,909,909,auditing , technique,"('auditing ', ' technique')",
910,910,910,HTTP basic , feature ,"('HTTP basic ', ' feature ')",
911,911,911,digest , function,"('digest ', ' function')",
912,912,912,ntlm authentication , technique ,"('ntlm authentication ', ' technique ')",
913,913,913, ,blank, ,
914,914,914,NSE , tool,"('NSE ', ' tool')",has_a
915,915,915,scripts , function,"('scripts ', ' function')",
916,916,916,run , function,"('run ', ' function')",
917,917,917,scripts , function,"('scripts ', ' function')",has_a
918,918,918,locally , feature,"('locally ', ' feature')",can_analyze
919,919,919,operating system , system ,"('operating system ', ' system ')",
920,920,920, ,blank, ,
921,921,921,Firewall , feature,"('Firewall ', ' feature')",is_part_of
922,922,922,Intrusion Prevention Systems IPS , tool   ,"('Intrusion Prevention Systems IPS ', ' tool   ')",is_part_of
923,923,923,Intrusion Detection Systems IDS , tool   ,"('Intrusion Detection Systems IDS ', ' tool   ')",has_a
924,924,924,configure , function,"('configure ', ' function')",
925,925,925,perimeter security , technique ,"('perimeter security ', ' technique ')",
926,926,926, ,blank, ,
927,927,927,network , system,"('network ', ' system')",
928,928,928,Penetration Pen Testing services , technique   ,"('Penetration Pen Testing services ', ' technique   ')",
929,929,929,defensive perimeter , technique ,"('defensive perimeter ', ' technique ')",
930,930,930,organization , system,"('organization ', ' system')",
931,931,931, ,blank, ,
932,932,932,IDS network security , technique  ,"('IDS network security ', ' technique  ')",
933,933,933,IPS security , technique ,"('IPS security ', ' technique ')",has_a
934,934,934,Firewall , tool,"('Firewall ', ' tool')",
935,935,935, ,blank, ,
936,936,936,Cyberinfrastructures , system,"('Cyberinfrastructures ', ' system')",
937,937,937,prevention , technique,"('prevention ', ' technique')",
938,938,938,platforms , system,"('platforms ', ' system')",
939,939,939,performance assessments , technique ,"('performance assessments ', ' technique ')",
940,940,940,topology , feature,"('topology ', ' feature')",
941,941,941, ,blank, ,
942,942,942,assessments , technique,"('assessments ', ' technique')",
943,943,943, ,blank, ,
944,944,944,devices , system,"('devices ', ' system')",
945,945,945, ,blank, ,
946,946,946,static , feature,"('static ', ' feature')",
947,947,947,cybercriminals , attacker,"('cybercriminals ', ' attacker')",implements
948,948,948,hack , attack,"('hack ', ' attack')",
949,949,949,scanning , technique,"('scanning ', ' technique')",can_analyze
950,950,950,weaknesses , vulnerability,"('weaknesses ', ' vulnerability')",
951,951,951, ,blank, ,
952,952,952,pentest , technique,"('pentest ', ' technique')",
953,953,953,networks , system,"('networks ', ' system')",
954,954,954,evading , technique,"('evading ', ' technique')",
955,955,955,security systems , system ,"('security systems ', ' system ')",
956,956,956, ,blank, ,
957,957,957,self-targeted evading activities as , technique   ,"('self-targeted evading activities as ', ' technique   ')",
958,958,958,hacking and , technique ,"('hacking and ', ' technique ')",
959,959,959,as , technique,"('as ', ' technique')",
960,960,960,hats' , securityTeam,"(""hats' "", ' securityTeam')",
961,961,961, ,blank, ,
962,962,962,Pentesting , technique,"('Pentesting ', ' technique')",
963,963,963,attackers , attacker,"('attackers ', ' attacker')",
964,964,964, ,blank, ,
965,965,965,blocked , feature,"('blocked ', ' feature')",is_part_of
966,966,966,portmapper , tool,"('portmapper ', ' tool')",has_a
967,967,967,port , feature,"('port ', ' feature')",is_part_of
968,968,968,Nmap , tool,"('Nmap ', ' tool')",uses
969,969,969,RPC scanning , technique ,"('RPC scanning ', ' technique ')",
970,970,970,bad guys , attacker er,"('bad guys ', ' attacker er')",
971,971,971, ,blank, ,
972,972,972,configuring , function,"('configuring ', ' function')",
973,973,973,firewalls , tool,"('firewalls ', ' tool')",can_analyze
974,974,974,devices , system,"('devices ', ' system')",
975,975,975, ,blank, ,
976,976,976,security holes , vulnerability ,"('security holes ', ' vulnerability ')",
977,977,977,users , user,"('users ', ' user')",
978,978,978, ,blank, ,
979,979,979,network scanning , technique ,"('network scanning ', ' technique ')",
980,980,980,rules , function,"('rules ', ' function')",
981,981,981,attackers , attacker,"('attackers ', ' attacker')",
982,982,982, ,blank, ,
983,983,983,evading , technique,"('evading ', ' technique')",has_a
984,984,984,IDS , tool,"('IDS ', ' tool')",uses
985,985,985,Product evaluation , technique ,"('Product evaluation ', ' technique ')",
986,986,986, ,blank, ,
987,987,987,attackers , attacker,"('attackers ', ' attacker')",uses
988,988,988,Nmap , tool,"('Nmap ', ' tool')",has_a
989,989,989,flag , feature,"('flag ', ' feature')",can_analyze
990,990,990,system , system,"('system ', ' system')",has_a
991,991,991,protection , feature,"('protection ', ' feature')",
992,992,992, ,blank, ,
993,993,993,Pentesting tools , tool ,"('Pentesting tools ', ' tool ')",is_part_of
994,994,994,Nmap , tool,"('Nmap ', ' tool')",is_part_of
995,995,995,Metasploit , tool,"('Metasploit ', ' tool')",uses
996,996,996,evading , technique,"('evading ', ' technique')",
997,997,997,firewall rules , function ,"('firewall rules ', ' function ')",
998,998,998,sneaking past , technique ,"('sneaking past ', ' technique ')",has_a
999,999,999,IDSs , tool,"('IDSs ', ' tool')",
1000,1000,1000, ,blank, ,
1001,1001,1001,bad guys� , attacker er,"('bad guys� ', ' attacker er')",
1002,1002,1002, ,blank, ,
1003,1003,1003,administrator , securityTeam,"('administrator ', ' securityTeam')",
1004,1004,1004,attackers , attacker,"('attackers ', ' attacker')",can_exploit
1005,1005,1005,security holes , vulnerability ,"('security holes ', ' vulnerability ')",
1006,1006,1006,attackers , attacker,"('attackers ', ' attacker')",
1007,1007,1007, ,blank, ,
1008,1008,1008,Nmap , tool,"('Nmap ', ' tool')",is_part_of
1009,1009,1009,Metasploit , tool,"('Metasploit ', ' tool')",
1010,1010,1010, ,blank, ,
1011,1011,1011,cyber defenders , securityTeam ,"('cyber defenders ', ' securityTeam ')",
1012,1012,1012, ,blank, ,
1013,1013,1013,network security , technique ,"('network security ', ' technique ')",
1014,1014,1014,penetration testing , technique ,"('penetration testing ', ' technique ')",
1015,1015,1015, ,blank, ,
1016,1016,1016,pentesting , technique,"('pentesting ', ' technique')",
1017,1017,1017,cybersecurity , technique,"('cybersecurity ', ' technique')",
1018,1018,1018, ,blank, ,
1019,1019,1019,security system , system ,"('security system ', ' system ')",
1020,1020,1020, ,blank, ,
1021,1021,1021,pentest , technique,"('pentest ', ' technique')",
1022,1022,1022,assess , technique,"('assess ', ' technique')",
1023,1023,1023,firewall rule , function ,"('firewall rule ', ' function ')",can_analyze
1024,1024,1024,setup , system,"('setup ', ' system')",has_a
1025,1025,1025,IDS system , tool ,"('IDS system ', ' tool ')",
1026,1026,1026, ,blank, ,
1027,1027,1027,pentest , technique,"('pentest ', ' technique')",
1028,1028,1028,white-box testing strategy , technique  ,"('white-box testing strategy ', ' technique  ')",
1029,1029,1029,white-box tester , securityTeam ,"('white-box tester ', ' securityTeam ')",
1030,1030,1030,system admin , securityTeam ,"('system admin ', ' securityTeam ')",can_analyze
1031,1031,1031,iptables , feature,"('iptables ', ' feature')",
1032,1032,1032,firewall rules , function ,"('firewall rules ', ' function ')",
1033,1033,1033,snort rules , function ,"('snort rules ', ' function ')",can_analyze
1034,1034,1034,setup , system,"('setup ', ' system')",
1035,1035,1035, ,blank, ,
1036,1036,1036,pentest , technique,"('pentest ', ' technique')",
1037,1037,1037,configuration , feature,"('configuration ', ' feature')",
1038,1038,1038,iptables , feature,"('iptables ', ' feature')",is_part_of
1039,1039,1039,snort , tool,"('snort ', ' tool')",can_analyze
1040,1040,1040,system , system,"('system ', ' system')",can_expose
1041,1041,1041,weakness , vulnerability,"('weakness ', ' vulnerability')",
1042,1042,1042,configuration flaws , vulnerability ,"('configuration flaws ', ' vulnerability ')",
1043,1043,1043, ,blank, ,
1044,1044,1044,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",can_analyze
1045,1045,1045,iptables , app,"('iptables ', ' app')",has_a
1046,1046,1046,snort , tool,"('snort ', ' tool')",has_a
1047,1047,1047,configurations , feature,"('configurations ', ' feature')",can_analyze
1048,1048,1048,networking system setup , system  ,"('networking system setup ', ' system  ')",
1049,1049,1049, ,blank, ,
1050,1050,1050,pen test , technique ,"('pen test ', ' technique ')",
