,Unnamed: 0,Unnamed: 0.1,DocNo,Sno,sentence,tag,c1,c2,compare
326,326,326,D2,164,NSE stands for Nmap Scripting Engine,B-tool O O B-tool I-tool I-tool,6,6,1
327,327,327,,0,,,0,0,1
328,328,328,D2,165,and it is basically a digital library of Nmap scripts that help enhance the default Nmap features and report the results in a traditional Nmap output,O O O O O O O O B-function I-function O O O O B-feature B-tool B-feature O O O O O O O B-tool B-feature,26,26,1
329,329,329,,0,,,0,0,1
330,330,330,D2,166,You can also write and share your own scripts so you�re not limited to relying on the Nmap default NSE scripts,O O O O O O O O B-function O O O O O O O O B-tool B-feature B-function I-function,21,21,1
331,331,331,,0,,,0,0,1
332,332,332,D2,167,The only requirement for you to write these scripts is that they must be coded using the Lua programming language,O O O O O O O O B-function O O O O O O O O B-tool I-tool I-tool,20,20,1
333,333,333,,0,,,0,0,1
334,334,334,D2,168,Four different types can help us enhance the default Nmap features depending on the target and the scanning phase in which they are run,O O O O O O O O B-feature B-tool O O O O B-system  O O B-technique O O O O O B-function,24,24,1
335,335,335,,0,,,0,0,1
336,336,336,D2,169,Prerule scripts are types of scripts run before the rest of any scanning operation while Nmap doesn�t have any data about the remote target,B-function I-function O O O B-function O O O O O O B-technique O O B-tool O O O B-data O O B-system I-system,24,24,1
337,337,337,,0,,,0,0,1
338,338,338,D2,170,Once the Nmap default scan has finished the host exploration detection port scanning or software discovery it will perform the host scripts,O O B-tool B-feature B-technique O O O B-system B-technique B-technique B-technique I-technique O B-technique I-technique O O O O B-function I-function,22,22,1
339,339,339,,0,,,0,0,1
340,340,340,D2,171,Service scripts are a particular set of Nmap scripts that are run against services on the remote host,B-function I-function O O O O O B-function I-function O O B-function O B-feature O O B-system I-system,18,18,1
341,341,341,,0,,,0,0,1
342,342,342,D2,172,These include HTTP service scripts for example which can be run against web servers,O O B-function I-function I-function O O O O O B-function O B-system I-system,14,14,1
343,343,343,,0,,,0,0,1
344,344,344,D2,173,Postrule scripts are run after the entire Nmap scan has finished and are often useful for parsing formatting and presenting the different results,B-function I-function O B-function O O O B-technique I-technique O O O O O O O B-function B-function O O O O O,23,23,1
345,345,345,,0,,,0,0,1
346,346,346,D2,174,When dealing with over 600 default Nmap scripts it is not easy to find the most popular ones by inspecting them one by one ,O O O O O B-feature B-function I-function O O O O O O O O O O O O O O O O ,24,24,1
347,347,347,,0,,,0,0,1
348,348,348,D2,175,auth script - All sorts of authentication and user privilege scripts,B-function I-function O O O O B-technique  O B-feature I-feature B-function,11,11,1
349,349,349,,0,,,0,0,1
350,350,350,D2,176,broadcast script - Network discovery scripts that use broadcast petitions for intel gathering,B-function I-function  O B-technique I-technique B-function O O B-feature O O B-system O,13,13,1
351,351,351,,0,,,0,0,1
352,352,352,D2,177,brute script - Set of scripts for performing brute force attacks to guess access credentials,B-function I-function O O O B-function O O B-attack I-attack I-attack O O B-feature I-feature,15,15,1
353,353,353,,0,,,0,0,1
354,354,354,D2,178,default script - The most popular Nmap scripts using -sC by default,B-function I-function O O O O B-function I-function O O O B-feature,12,12,1
355,355,355,,0,,,0,0,1
356,356,356,D2,179,discovery script  - Scripts related to network discovery service discovery and host discovery,B-function I-function  O  B-function O O B-technique I-technique B-technique I-technique O B-technique I-technique,13,13,1
357,357,357,,0,,,0,0,1
358,358,358,D2,180,dos script - Denial of service attack scripts used to test and perform DOS and floods,B-function I-function O B-attack I-attack I-attack I-attack B-function O O B-function O B-function B-attack O B-attack,16,16,1
359,359,359,,0,,,0,0,1
360,360,360,D2,181,exploit script - Used to perform service exploitation on different CVEs,B-function I-function O  O O O B-technique I-technique O O B-vulnerability,11,11,1
361,361,361,,0,,,0,0,1
362,362,362,D2,182,external  script -  Scripts that rely on 3rd party services or data,B-function I-function O  B-function O O O B-app I-app I-app O B-data,12,12,1
363,363,363,,0,,,0,0,1
364,364,364,D2,183,fuzzer script - Used to perform fuzzing attacks against apps services or networks,B-function I-function O O O B-function B-attack I-attack O B-app B-app O B-system,13,13,1
365,365,365,,0,,,0,0,1
366,366,366,D2,184,intrusive script -  All the aggressive� scripts that cause a lot of network noise,B-function I-function O  O O B-feature B-function O O O O O B-feature I-feature,14,14,1
367,367,367,,0,,,0,0,1
368,368,368,D2,185,malware  script - Malware detections and exploration scripts,B-function I-function O B-technique I-technique O B-technique B-function,8,8,1
369,369,369,,0,,,0,0,1
370,370,370,D2,186,safe script - Safe and non-intrusive or noisy scripts,B-function I-function O  B-feature O B-feature O B-feature B-function,9,9,1
371,371,371,,0,,,0,0,1
372,372,372,D2,187,version script OS service and software detection scripts,B-function I-function B-system B-app O B-technique I-technique B-function,8,8,1
373,373,373,,0,,,0,0,1
374,374,374,D2,188,vuln script - The Nmap vuln category includes vulnerability detection and exploitation scripts,B-function I-function O O B-tool B-vulnerability O O B-technique I-technique O B-technique B-function,13,13,1
375,375,375,,0,,,0,0,1
376,376,376,D2,189,The following is the output of scanning the Metasploitable 2 host,O O O O B-feature O B-technique O B-system I-system I-system,11,11,1
377,377,377,,0,,,0,0,1
378,378,378,D2,190,Nmap also allows you to run scripts using wildcards meaning you can target multiple scripts that finish or end up with any pattern ,B-tool O O O O B-function B-function O B-function O O O O O B-function O O O O O O O O ,23,23,1
379,379,379,,0,,,0,0,1
380,380,380,D2,191,For example if you want to run all the scripts that begin with FTP� you could use this syntax,O O O O O O B-function O O B-function O O O B-feature O O O O B-feature,19,19,1
381,381,381,,0,,,0,0,1
382,382,382,D2,192,This is the perfect solution when you already know which script is going to be used ,O O O O O O O O O O B-function O O O O O ,16,16,1
383,383,383,,0,,,0,0,1
384,384,384,D2,193,if we want to run the HTTP-brute script to perform brute force password auditing against HTTP basic digest and ntlm authentication ,O O O O O O B-function I-function O O B-function I-function B-feature B-technique O B-feature I-feature B-function O B-technique  I-technique,21,21,1
385,385,385,,0,,,0,0,1
386,386,386,D2,194,NSE has the ability to let you write your own scripts and run those scripts locally in your operating system ,B-tool O O O O O O O Or O B-function O B-function O B-function B-feature O O B-system I-system ,20,20,1
387,387,387,,0,,,0,0,1
388,388,388,D3,195,Firewall Intrusion Prevention Systems IPS and Intrusion Detection Systems IDS are only as robust as you configure them for your perimeter security needs,B-feature B-tool I-tool I-tool I-tool O B-tool I-tool I-tool I-tool O O O O O O B-function O O O B-technique I-technique O,23,23,1
389,389,389,,0,,,0,0,1
390,390,390,D3,196,Where they reside on your network how they interact and improving Penetration Pen Testing services is key to having a strong defensive perimeter for your organization,O O O O O B-system O O O O O B-technique I-technique I-technique I-technique O O O O O O B-technique I-technique O O B-system,26,26,1
391,391,391,,0,,,0,0,1
392,392,392,D3,197,IDS network security and IPS security along with Firewall leveraging can help provide this,B-technique I-technique I-technique O B-technique I-technique O O B-tool O O O O O,14,14,1
393,393,393,,0,,,0,0,1
394,394,394,D3,198,Cyberinfrastructures using prevention platforms require both regularly scheduled performance assessments and changing topology etc,B-system O B-technique B-system O O O O B-technique I-technique O O B-feature O,14,14,1
395,395,395,,0,,,0,0,1
396,396,396,D3,199,Most industry-standard institutes recommend even more frequent assessments,O O O O O O O B-technique,8,8,1
397,397,397,,0,,,0,0,1
398,398,398,D3,200,It is advised to change your current devices around at a certain frequent level,O O O O O O O B-system O O O O O O,14,14,1
399,399,399,,0,,,0,0,1
400,400,400,D3,201,If they are always static on-going cybercriminals learn how they always sit on your perimeter and eventually hack them after long periods in scanning for weaknesses,O O O O B-feature O B-attacker O O O O O O O O O O B-attack O O O O O B-technique O B-vulnerability,26,26,1
401,401,401,,0,,,0,0,1
402,402,402,D3,202,When performing pentest against your own networks basically you are evading your own security systems,O O B-technique O O O B-system O O O B-technique O O B-system I-system,15,15,1
403,403,403,,0,,,0,0,1
404,404,404,D3,203,We usually refer to these self-targeted evading activities as ethical hacking and perform the pentesting as �'white- hats',O O O O O B-technique I-technique I-technique I-technique O B-technique I-technique O O O B-technique O B-securityTeam,18,18,1
405,405,405,,0,,,0,0,1
406,406,406,D3,204,Pentesting helps understand the danger of real attackers,B-technique O O O O O O B-attacker,8,8,1
407,407,407,,0,,,0,0,1
408,408,408,D3,205,If you can sneak around a blocked portmapper port using Nmap direct RPC scanning then so can the bad guys,O O O O O O B-feature B-tool B-feature O B-tool O B-technique I-technique O O O O B-attacker I-attacker,20,20,1
409,409,409,,0,,,0,0,1
410,410,410,D3,206,It is easy to make a mistake in configuring complex firewalls and other devices,O O O O O O O O B-function O B-tool O O B-system,14,14,1
411,411,411,,0,,,0,0,1
412,412,412,D3,207,Many of them even come with glaring security holes that conscientious users must find and close,O O O O O O O B-vulnerability I-vulnerability O O B-user O O O O,16,16,1
413,413,413,,0,,,0,0,1
414,414,414,D3,208,Regular network scanning can help find dangerous implicit rules before attackers do,O B-technique I-technique O O O O O B-function O B-attacker O,12,12,1
415,415,415,,0,,,0,0,1
416,416,416,D3,209,There are good reasons for evading IDS as well Product evaluation is one of the most common,O O O O O B-technique B-tool O O B-technique I-technique O O O O O O,17,17,1
417,417,417,,0,,,0,0,1
418,418,418,D3,210,If attackers can slide under the radar by simply adding an Nmap flag or two the system does not offer much protection,O B-attacker O O O O O O O O O B-tool B-feature O O O B-system  O O O O B-feature,22,22,1
419,419,419,,0,,,0,0,1
420,420,420,D3,211,Pentesting tools such as Nmap and Metasploit offer many features for evading firewall rules or sneaking past IDSs,B-tool I-tool O O B-tool O B-tool O O O O B-technique B-function I-function O B-technique I-technique B-tool,18,18,1
421,421,421,,0,,,0,0,1
422,422,422,D3,212,These capabilities allow bad guys� to misuse it for evil� purposes,O O O B-attacker I-attacker O O O O O O,11,11,1
423,423,423,,0,,,0,0,1
424,424,424,D3,213,However from the administrator perspectives mimicking attackers behaviors and actions maybe the best that they can do to identify security holes before attackers do,O O O B-securityTeam O O B-attacker O O O O O O O O O O O O B-vulnerability I-vulnerability O B-attacker O,24,24,1
425,425,425,,0,,,0,0,1
426,426,426,D3,214,This lab is by-no-mean the utterly and eagerly promoting Nmap and Metasploit,O O O O O O O O O B-tool O B-tool,12,12,1
427,427,427,,0,,,0,0,1
428,428,428,D3,215,It simply introduces the beginning level of cyber defenders,O O O O O O O  B-securityTeam I-securityTeam,9,9,1
429,429,429,,0,,,0,0,1
430,430,430,D3,216,to start their network security endeavors in the area of penetration testing,O O O B-technique I-technique O O O O O B-technique I-technique,12,12,1
431,431,431,,0,,,0,0,1
432,432,432,D3,217,since we know pentesting represents the art of cybersecurity,O O O B-technique O O O O B-technique,9,9,1
433,433,433,,0,,,0,0,1
434,434,434,D3,218,deep understanding of the given security system,O O O O O B-system I-system,7,7,1
435,435,435,,0,,,0,0,1
436,436,436,D3,219,The goal of this pentest is to assess the firewall rule setup and IDS system ,O O O O B-technique O O B-technique O B-function I-function B-system O B-tool I-tool ,15,15,1
437,437,437,,0,,,0,0,1
438,438,438,D3,220,In this pentest we apply the white-box testing strategy in which a white-box tester has the access and knowledge levels of the system admin including the knowledge of iptables firewall rules and snort rules setup,O O B-technique O O O B-technique I-technique I-technique O O O  B-securityTeam I-securityTeam O O O O O O O O  B-securityTeam I-securityTeam O O O O B-feature B-function I-function O B-function I-function B-system,35,35,1
439,439,439,,0,,,0,0,1
440,440,440,D3,221,The goal of the pentest is to explore the configuration issues of iptables and snort ie identify the system weakness due to configuration flaws ,O O O O B-technique O O O O B-feature O O B-feature O B-tool O O O B-system B-vulnerability O O B-vulnerability I-vulnerability ,24,24,1
441,441,441,,0,,,0,0,1
442,442,442,D3,222,This means that the pen tester knows the iptables and snort configurations and networking system setup,O O O O  B-securityTeam I-securityTeam O O B-app O B-tool B-feature O B-system I-system I-system,16,16,1
443,443,443,,0,,,0,0,1
444,444,444,D3,223,During the pen test the pen tester can monitor the actions or output of iptables and snort,O O B-technique I-technique O B-securityTeam I-securityTeam O B-technique O O O B-feature O B-feature O B-tool,17,17,1
445,445,445,,0,,,0,0,1
446,446,446,D3,224,The pen tester tries to explore vulnerabilities focusing on two areas,O B-securityTeam I-securityTeam O O B-technique B-vulnerability O O O O,11,11,1
447,447,447,,0,,,0,0,1
448,448,448,D3,225,System configurations - firewall setup such as open close filter unfilter ports reachable services or nodes firewall performance measurements etc,B-feature I-feature O B-tool B-system O O B-feature B-feature B-feature  B-feature B-feature O B-app O B-system B-tool B-technique I-technique O,20,20,1
449,449,449,,0,,,0,0,1
450,450,450,D3,226,IDS setup such as detection threshold setup success and missed attack scenarios etc,B-tool B-system O O B-feature I-feature I-feature O O O B-attack I-attack O,13,13,1
451,451,451,,0,,,0,0,1
452,452,452,D3,227,Vulnerabilities There is one Metasploitable-2 VM running behind the firewall,B-vulnerability O O O B-system B-system B-function O O B-tool ,10,10,1
453,453,453,,0,,,0,0,1
454,454,454,D3,228,The pen tester is required to assess the security performance of the firewall and IDS on successfully stop and/or detect deployed attacks,O B-securityTeam I-securityTeam O O O B-technique O B-technique I-technique O O B-tool O B-tool O O O O B-technique B-function B-attack,22,22,1
455,455,455,,0,,,0,0,1
456,456,456,D3,229,Location: The pen tester explores the configuration vulnerabilities from outside ie on the client network,O O  B-securityTeam I-securityTeam O O B-vulnerability I-vulnerability O O O O O B-system I-system,15,15,1
457,457,457,,0,,,0,0,1
458,458,458,D3,230,Assessment The pen tester needs to develop a pentest report based on the provided template and provide suggested changes or remediation of firewall and IDS rules to maximally improve the system security ,B-technique O B-securityTeam I-securityTeOm O O O O B-technique O O O O O B-feature O O O chOnges O O O B-tool O B-tool B-function O O O O B-technique I-technique ,32,32,1
459,459,459,,0,,,0,0,1
460,460,460,D3,231,Note that the Metasploitable 2 is used for assessing the firewall and IDS ,O O O B-system I-system O O O B-technique O B-tool O B-tool,13,13,1
461,461,461,,0,,,0,0,1
462,462,462,D3,232,Note that your pentest focus is to inspect and assess the security strength of the firewall and IDS,O O O B-technique O O O B-technique O B-technique O B-technique O O O B-tool O B-tool,18,18,1
463,463,463,,0,,,0,0,1
464,464,464,D3,233,Please do not try to resolve any vulnerable issues running on Metasploitable 2 which is purposely designed for pentesting,O O O O O B-technique O B-vulnerability I-vulnerability O O B-system I-system O O O O O B-technique,19,19,1
465,465,465,,0,,,0,0,1
466,466,466,D3,234,Tools: The pen tester can use various tools provided in the given client VM such as Nmap hping3 MSF Metasploit framework tcpdump etc ,O O  B-securityTeam I-securityTeam O O O O O O O O B-system I-system O O B-tool B-tool B-tool I-tool I-tool B-tool O ,23,23,1
467,467,467,,0,,,0,0,1
468,468,468,D3,235,It should be sufficient to use these tools for this lab,O O O O O O O B-tool O O O,11,11,1
469,469,469,,0,,,0,0,1
470,470,470,D3,236,However you can use or develop your own tools and testing scripts to perform the security testing,O O O O O O Or O B-tool O B-function B-function O B-function O B-technique I-technique,17,17,1
471,471,471,,0,,,0,0,1
472,472,472,D3,237,You should perform your pentesting tasks on the client machine,O O O O B-technique O O O B-system I-system,10,10,1
473,473,473,,0,,,0,0,1
474,474,474,D3,238,You can run various tools such as ping traceroute nmap hpings msfconsole etc on the client node,O O O O B-tool O O B-tool B-tool B-tool B-tool B-tool O O O B-system I-system,17,17,1
475,475,475,,0,,,0,0,1
476,476,476,D3,239,Gateway Node Ubuntu 1804 You need to run iptables firewall and snort to protect the server node based on provided iptables and snort configuration files,B-system I-system B-system I-system O O O B-function B-app B-tool O B-tool O B-feature O B-system I-system O O O B-app O B-tool B-data I-data,25,25,1
477,477,477,,0,,,0,0,1
478,478,478,D3,240,You can download the iptables configuration files and snort rule files using the following commands,O O O O B-app B-data I-data O B-function I-function B-data O O O B-function,15,15,1
479,479,479,,0,,,0,0,1
480,480,480,D3,241,They are shell scripts ,O O B-function I-function ,4,4,1
481,481,481,,0,,,0,0,1
482,482,482,D3,242,To make them executable you can change their permission,O O O O O O O O B-feature,9,9,1
483,483,483,,0,,,0,0,1
484,484,484,D3,243,you need to change the parameter setup at the beginning of the pentest and reset based on your lab running environment ie  three  interfaces  and  IP addresses,O O O O O B-feature I-feature O O O O O B-technique O B-feature O O O O O O O  O B-app O B-feature I-feature,27,27,1
485,485,485,,0,,,0,0,1
486,486,486,D3,244,make sure you have set up your default GW properly on each VM,O O O O O O O B-feature O  O O O B-system,13,13,1
487,487,487,,0,,,0,0,1
488,488,488,D3,245,Server Node Metastploitable 2,B-system I-system B-system I-system,4,4,1
489,489,489,,0,,,0,0,1
490,490,490,D3,246,details on Metasploitable 2 especially the vulnerable services running on it ,O O B-system I-system O O B-vulnerability B-app O O O ,11,11,1
491,491,491,,0,,,0,0,1
492,492,492,D3,247,You do not need to make any changes or adjustments on the provided Metasploitable 2 virtual machine in this lab,O O O O O O O O O O O O O B-system I-system B-system I-system O O O,20,20,1
493,493,493,,0,,,0,0,1
494,494,494,D3,248,In this lab iptables snort Nmap and Metasploit are four major security services and tools that you will use ,O O O B-feature B-tool B-tool O B-tool O O O B-app I-app O B-tool O O O O ,19,19,1
495,495,495,,0,,,0,0,1
496,496,496,D3,249,Iptables firewall Snort IDS ,B-feature B-tool B-tool I-tool,4,4,1
497,497,497,,0,,,0,0,1
498,498,498,D3,250,demonstrate how to successfully deploy attacks through the firewall ,O O O O B-function B-attack O O B-tool ,9,9,1
499,499,499,,0,,,0,0,1
500,500,500,D3,251,you need to successfully exploit at least two vulnerabilities to compromise the targeted service or application,O O O O B-function O O O B-vulnerability O O O B-app I-app O B-app,16,16,1
501,501,501,,0,,,0,0,1
502,502,502,D3,252,stop the service gain access to the command shell modify data or service parameters steal critical data modify system configuration or setup ,O O B-app O B-feature O O B-tool I-tool O B-data O B-app B-feature B-technique B-feature B-data O B-feature I-feature O B-system ,22,22,1
503,503,503,,0,,,0,0,1
504,504,504,D3,253,How to identify the vulnerability,O O B-technique O B-vulnerability,5,5,1
505,505,505,,0,,,0,0,1
506,506,506,D3,254,The steps of using Metasploit to explore the vulnerability,O O O O B-tool O B-technique O B-vulnerability,9,9,1
507,507,507,,0,,,0,0,1
508,508,508,D3,255,Suggest the countermeasure or mitigation solutions based on given firewall rules ,O O B-technique O B-technique I-technique O O O B-function I-function,11,11,1
509,509,509,,0,,,0,0,1
510,510,510,D3,256,Detecting and Subverting Firewalls and Intrusion Detection Systems,B-technique O B-technique B-tool O B-tool I-tool I-tool ,8,8,1
511,511,511,,0,,,0,0,1
512,512,512,D3,257,firewall setup that you want to perform the pentest,B-tool B-system O O O O B-function O B-technique,9,9,1
513,513,513,,0,,,0,0,1
514,514,514,D3,258,To have better understanding of various scans you can use firewall reset to clear the firewall rules and set it to blacklist ,O O O O O O B-technique O O O B-tool B-function O O O B-function I-function O O O O B-feature,22,22,1
515,515,515,,0,,,0,0,1
516,516,516,D3,259,change your scanning target directly to the Metasploitable-2 VM,O O B-technique B-system O O O B-system B-system,9,9,1
517,517,517,,0,,,0,0,1
518,518,518,D3,260,compare scanning responses with the firewall rules,O B-technique B-feature O O B-function I-function,7,7,1
519,519,519,,0,,,0,0,1
520,520,520,D3,261,you can observe results w/o firewall rules to interpret the scanning outcomes,O O O O O B-function I-function O O O B-technique O,12,12,1
521,521,521,,0,,,0,0,1
522,522,522,D3,262,Nmap and Metasploit Framework are installed on both the Client and Gateway VMs ,B-tool O B-tool I-tool O O O O O B-system O B-system I-system ,13,13,1
523,523,523,,0,,,0,0,1
524,524,524,D3,263,Thus you can also compare the scanning results on the Client vs on the Gateway which can help you determine if the firewall successfully defend a scan or attack,O O O O O O B-technique O O O B-system O O O B-system O O O O O O O B-tool O B-technique O B-technique O B-attack,29,29,1
525,525,525,,0,,,0,0,1
526,526,526,D3,264,Using tcpdump to monitor the traffic from both ingress and egress ports of the gateway is always the best approach to help you understand the actions performed on the Gateway,O B-tool O B-technique O B-data O O B-feature O B-feature B-feature O O B-system O O O O O O O O O O O O O O B-system,30,30,1
527,527,527,,0,,,0,0,1
528,528,528,D3,265,you are not restricted by the enumerated scanning approaches and provided hints ,O O O O O O O B-technique O O O O ,12,12,1
529,529,529,,0,,,0,0,1
530,530,530,D3,266,pentest is the art of cyberdefense and you need to be creative,B-technique O O O O B-technique O O O O O O,12,12,1
531,531,531,,0,,,0,0,1
532,532,532,D3,267,One helpful feature of the TCP protocol is that systems are required by RFC 793 to send a negative response to unexpected connection requests in the form of a TCP RST reset packet ,O O O O O B-feature I-feature O O B-system O O O B-feature I-feature O O O B-feature I-feature O O B-feature I-feature O O O O O B-data I-data I-data I-data ,33,33,1
533,533,533,,0,,,0,0,1
534,534,534,D3,268,The RST packet makes closed ports easy for Nmap to recognize,O B-data I-data O B-feature B-feature O O B-tool O O,11,11,1
535,535,535,,0,,,0,0,1
536,536,536,D3,269,Filtering devices such as firewalls on the other hand tend to drop packets destined for disallowed ports,B-feature B-system O O B-tool O O oOr O O O O B-data O O O B-feature,17,17,1
537,537,537,,0,,,0,0,1
538,538,538,D3,270,In some cases they send ICMP error messages usually port unreachable instead,O O O O O B-data I-data I-data O B-feature I-feature O,12,12,1
539,539,539,,0,,,0,0,1
540,540,540,D3,271,Because dropped packets and ICMP errors are easily distinguishable from RST packets Nmap can reliably detect filtered TCP ports from open or closed ones and it does so automatically,O B-data I-data O B-data I-data O O O O B-data I-data B-tool O B-feature B-technique B-feature B-feature I-feature O B-feature O B-feature O O O O O O,29,29,1
541,541,541,,0,,,0,0,1
542,542,542,D3,272,The ACK scan sends TCP packets with only the ACK bit set ,O B-technique I-technique O B-data I-data O O O B-data I-data I-data,12,12,1
543,543,543,,0,,,0,0,1
544,544,544,D3,273,Whether ports are open or closed the target is required by RFC 793 to respond with a RST packet,O B-feature O B-feature O B-feature O B-system O O O B-feature I-feature O B-feature O O B-data I-data,19,19,1
545,545,545,,0,,,0,0,1
546,546,546,D3,274,Firewalls can block the probe,B-tool O B-feature O B-technique,5,5,1
547,547,547,,0,,,0,0,1
548,548,548,D3,275,the firewall usually makes no response or send back an ICMP destination unreachable error ,O B-tool O O O B-feature O O O O B-data I-data I-data I-data,14,14,1
549,549,549,,0,,,0,0,1
550,550,550,D3,276,This distinction allows Nmap to report whether the ACK packets are being filtered,O O O B-tool O O O O B-data I-data O O B-feature,13,13,1
551,551,551,,0,,,0,0,1
552,552,552,D3,277,The set of filtered ports reported by an Nmap ACK scan is often smaller than for an SYN scan against the same machine because ACK scans are more difficult to filter,O O O B-feature I-feature O O O B-tool B-technique I-technique O O O O O O B-technique I-technique O O O B-system O B-technique I-technique O O O O B-feature,31,31,1
553,553,553,,0,,,0,0,1
554,554,554,D3,278,Stateless firewall can block incoming SYN packets without the ACK bit set is an easy way to do this but it still allows any ACK packets through ,B-feature B-tool O B-feature B-feature B-data I-data O O B-data I-data I-data O O O O O O O O O O O O B-data I-data O ,27,27,1
555,555,555,,0,,,0,0,1
556,556,556,D3,279,Blocking those ACK packets is more difficult because they do not tell which side started the connection,B-feature O B-data I-data O O O O O O O O O O O O B-feature,17,17,1
557,557,557,,0,,,0,0,1
558,558,558,D3,280,Run SYN scan and ACK scan and compare difference,O B-technique I-technique O B-technique I-technique O O O,9,9,1
559,559,559,,0,,,0,0,1
560,560,560,D3,281,To block unsolicited ACK packets as sent by the Nmap ACK scan while allowing ACK packets belonging to legitimate connections ,O B-feature B-attack B-data I-data O O O O B-tool B-technique I-technique O O B-data I-data O O B-feature B-feature,20,20,1
561,561,561,,0,,,0,0,1
562,562,562,D3,282,firewalls must statefully watch every established connection to determine whether a given ACK is appropriate,B-tool O B-feature O O B-feature I-feature O O O O O B-feature O O,15,15,1
563,563,563,,0,,,0,0,1
564,564,564,D3,283,Please check the provided iptables firewall rules and check where the stateful firewall policies kicked in ,O O O O B-feature B-tool B-function O O O O B-feature B-tool O O O ,16,16,1
565,565,565,,0,,,0,0,1
566,566,566,D3,284,These stateful firewalls are usually more secure because they can be more restrictive,O B-feature B-tool O O O B-feature O O O O O O,13,13,1
567,567,567,,0,,,0,0,1
568,568,568,D3,285,Blocking ACK scans is one extra available restriction ,B-feature B-technique I-technique O O O O O ,8,8,1
569,569,569,,0,,,0,0,1
570,570,570,D3,286,The downsides are that they require more resources to function and a stateful firewall reboot can cause a device to lose state and terminate all established connections passing through it,O O O O O O O O O O O O B-feature B-tool B-function O O O B-system O O B-feature O O O B-feature I-feature O O O,30,30,1
571,571,571,,0,,,0,0,1
572,572,572,D3,287,the key analysis point of this task is to check the feedback of Nmap scans with different scanning options to understand the implication of Nmap outputs: filtered unfiltered closed open ,O O O O O O O O O O O O O B-tool B-technique O O B-technique O O O O O O B-tool B-feature: B-feature B-feature B-feature B-feature ,30,30,1
573,573,573,,0,,,0,0,1
574,574,574,D3,288,What are the implications of the firewall setup according to these feedback,O O O O O O B-tool B-system O O O O,12,12,1
575,575,575,,0,,,0,0,1
576,576,576,D3,289,Systems running TCP protocol is required by RFC 793 to send a negative response to unexpected connection requests in the form of a TCP RST reset packet,B-system O B-feature I-feature O O O B-feature I-feature O O O B-feature I-feature O O B-feature I-feature O O O O O B-data I-data I-data I-data,27,27,1
577,577,577,,0,,,0,0,1
578,578,578,D3,290,the key analysis point of this task is how to infer the deny-by-default firewall policy based on the scanning responses from the firewall,O O O O O O O O O O O O B-feature B-tool B-feature O O O B-technique B-feature O O B-tool,23,23,1
579,579,579,,0,,,0,0,1
580,580,580,D3,291,The ACK scan sends TCP packets with only the ACK bit set Whether ports are open or closed the target is required by RFC 793 to respond with a RST packet,O B-feature I-feature O B-data I-data O O O B-data I-data I-data O B-feature O B-feature O B-feature O B-system O O O B-feature I-feature O O O O B-data I-data,31,31,1
581,581,581,,0,,,0,0,1
582,582,582,D3,292,the key analysis point of this task is how to infer stateful or stateless firewall policies setup based on the scanning responses from the firewall,O O O O O O O O O O O B-feature O B-feature B-tool B-feature B-system O O O B-technique B-feature O O B-tool,25,25,1
583,583,583,,0,,,0,0,1
584,584,584,D3,293,What is your observation of the responding time of each type of scans and what is the reason and implications?,O O O O O O O O O O O O B-technique O O O O O O O,20,20,1
585,585,585,,0,,,0,0,1
586,586,586,D3,294,Find at least one accessible open or closed port of one machine on the internal network ,O O O O O B-feature O B-feature B-feature O O B-system O O O B-system ,16,16,1
587,587,587,,0,,,0,0,1
588,588,588,D3,295,The machine chosen should have little network traffic to avoid confusing results ,O B-system O O O O B-data I-data O O O O ,12,12,1
589,589,589,,0,,,0,0,1
590,590,590,D3,296,Most Linux system does not work,O B-system I-system O O O,6,6,1
591,591,591,,0,,,0,0,1
592,592,592,D3,297,Verify that the machine has predictable IP ID sequences ,O O O B-system O O B-feature I-feature O ,9,9,1
593,593,593,,0,,,0,0,1
594,594,594,D3,298,targeting a Windows XP the Nping options request that five SYN packets be sent to port 80 one second apart,O O B-system I-system O B-tool O O O O B-data I-data O O O B-feature I-feature O O O,20,20,1
595,595,595,,0,,,0,0,1
596,596,596,D3,299,Start a flooding to a chosen host ,O O B-attack O O O B-system,7,7,1
597,597,597,,0,,,0,0,1
598,598,598,D3,300,Do not use any of the address from the nping node,O O O O O O B-feature O O B-tool B-system,11,11,1
599,599,599,,0,,,0,0,1
600,600,600,D3,301,It shows that the IP IDs are increasing by roughly 11 per second instead of one ,O O O O B-feature I-feature O O O O O O O O O O ,16,16,1
601,601,601,,0,,,0,0,1
602,602,602,D3,302,The target 19216803 is receiving our 10 forged packets per second and responding to each of them,O B-system O O O O O B-attack I-attack O O O O O O O O,17,17,1
603,603,603,,0,,,0,0,1
604,604,604,D3,303,Repeat step 3 using spoofed addresses that you suspect may be allowed through the firewall ,O O O O B-vulnerability B-feature O O O O O O O O B-tool ,15,15,1
605,605,605,,0,,,0,0,1
606,606,606,D3,304,This technique�s result is a list of source address netblocks that are permitted through the firewall and those that are blocked,O O O O O O O B-system B-feature B-technique O O O O O B-tool O O O O B-feature,21,21,1
607,607,607,,0,,,0,0,1
608,608,608,D3,305,UDP is often more difficult because the protocol does not provide acknowledgment of open ports like TCP does ,B-feature O O O O O O B-feature O O O O O B-feature I-feature O B-feature O ,18,18,1
609,609,609,,0,,,0,0,1
