,Unnamed: 0,sentence,tag,entity
617,617,established connections , feature ,"('established connections ', ' feature ')"
618,618,firewall , tool,"('firewall ', ' tool')"
619,619,router , system,"('router ', ' system')"
620,620,network , system,"('network ', ' system')"
621,621,ports , feature,"('ports ', ' feature')"
622,622,firewall , tool,"('firewall ', ' tool')"
623,623,established connection , feature ,"('established connection ', ' feature ')"
624,624,responses , feature,"('responses ', ' feature')"
625,625, ,, 
626,626,response , feature,"('response ', ' feature')"
627,627,ICMP Port Unreachable message , data   ,"('ICMP Port Unreachable message ', ' data   ')"
628,628,Nmap , tool,"('Nmap ', ' tool')"
629,629,target port , feature ,"('target port ', ' feature ')"
630,630,filtered , feature,"('filtered ', ' feature')"
631,631,packet filter , technique ,"('packet filter ', ' technique ')"
632,632,blocking , feature,"('blocking ', ' feature')"
633,633,response , feature,"('response ', ' feature')"
634,634, ,, 
635,635,stealthy scan , technique ,"('stealthy scan ', ' technique ')"
636,636,TCP header flags , feature  ,"('TCP header flags ', ' feature  ')"
637,637, ,, 
638,638,packet , data,"('packet ', ' data')"
639,639,hosts , system,"('hosts ', ' system')"
640,640, ,, 
641,641,Windows operating systems , system  ,"('Windows operating systems ', ' system  ')"
642,642,scanning , technique,"('scanning ', ' technique')"
643,643, scans , technique ,"(' scans ', ' technique ')"
644,644, ,, 
645,645,non-Windows servers , system ,"('non-Windows servers ', ' system ')"
646,646,firewall , tool,"('firewall ', ' tool')"
647,647, ,, 
648,648,XMAS scan , technique ,"('XMAS scan ', ' technique ')"
649,649, scan , technique ,"(' scan ', ' technique ')"
650,650,flags , feature,"('flags ', ' feature')"
651,651,TCP header , feature ,"('TCP header ', ' feature ')"
652,652, ,, 
653,653,Windows machines , system ,"('Windows machines ', ' system ')"
654,654,respond , feature,"('respond ', ' feature')"
655,655,TCP stack , feature ,"('TCP stack ', ' feature ')"
656,656, ,, 
657,657,flags , feature,"('flags ', ' feature')"
658,658,packet , data,"('packet ', ' data')"
659,659, ,, 
660,660,scans , technique,"('scans ', ' technique')"
661,661,PSH , feature,"('PSH ', ' feature')"
662,662,URG , feature,"('URG ', ' feature')"
663,663,FIN flags , feature ,"('FIN flags ', ' feature ')"
664,664,TCP header , feature ,"('TCP header ', ' feature ')"
665,665, ,, 
666,666,RPC scan , technique ,"('RPC scan ', ' technique ')"
667,667,scan , technique,"('scan ', ' technique')"
668,668,machines , system,"('machines ', ' system')"
669,669,RPC , function,"('RPC ', ' function')"
670,670,Remote Procedure Call , function  ,"('Remote Procedure Call ', ' function  ')"
671,671,services , app,"('services ', ' app')"
672,672, ,, 
673,673,RPC , function,"('RPC ', ' function')"
674,674,remote commands , function ,"('remote commands ', ' function ')"
675,675,machine , system,"('machine ', ' system')"
676,676,service , feature,"('service ', ' feature')"
677,677, ,, 
678,678,RPC services , app ,"('RPC services ', ' app ')"
679,679,ports , feature,"('ports ', ' feature')"
680,680,scan , technique,"('scan ', ' technique')"
681,681,RPC , function,"('RPC ', ' function')"
682,682, ,, 
683,683,scan , technique,"('scan ', ' technique')"
684,684,probe , technique,"('probe ', ' technique')"
685,685,ports , feature,"('ports ', ' feature')"
686,686,open , feature,"('open ', ' feature')"
687,687,machine , system,"('machine ', ' system')"
688,688,commands , function,"('commands ', ' function')"
689,689,program , function,"('program ', ' function')"
690,690,name , feature,"('name ', ' feature')"
691,691,version , feature,"('version ', ' feature')"
692,692,RPC , function,"('RPC ', ' function')"
693,693, ,, 
694,694,run , function,"('run ', ' function')"
695,695,scans , technique,"('scans ', ' technique')"
696,696,services , feature,"('services ', ' feature')"
697,697,running , function,"('running ', ' function')"
698,698, ,, 
699,699,Scans , technique,"('Scans ', ' technique')"
700,700,RPC services , app ,"('RPC services ', ' app ')"
701,701,open , feature,"('open ', ' feature')"
702,702,TCP/UDP ports , feature ,"('TCP/UDP ports ', ' feature ')"
703,703,target , system,"('target ', ' system')"
704,704,RPC  commands , function  ,"('RPC  commands ', ' function  ')"
705,705, ,, 
706,706,RPC , function,"('RPC ', ' function')"
707,707,program , function,"('program ', ' function')"
708,708,listening , feature,"('listening ', ' feature')"
709,709,port , feature,"('port ', ' feature')"
710,710,RPC , function,"('RPC ', ' function')"
711,711,program , function,"('program ', ' function')"
712,712, ,, 
713,713,IDLE scan , technique ,"('IDLE scan ', ' technique ')"
714,714,stealthy method , technique ,"('stealthy method ', ' technique ')"
715,715,scan , technique,"('scan ', ' technique')"
716,716,packets , data,"('packets ', ' data')"
717,717,external host , system ,"('external host ', ' system ')"
718,718, ,, 
719,719,host , system,"('host ', ' system')"
720,720,requirements , feature,"('requirements ', ' feature')"
721,721, ,, 
722,722,IP address , feature ,"('IP address ', ' feature ')"
723,723,zombie host , system ,"('zombie host ', ' system ')"
724,724,port number , feature ,"('port number ', ' feature ')"
725,725, ,, 
726,726,Nmap , tool,"('Nmap ', ' tool')"
727,727,malicious attacks , attack ,"('malicious attacks ', ' attack ')"
728,728, ,, 
729,729,Probe , technique,"('Probe ', ' technique')"
730,730,zombie , system,"('zombie ', ' system')"
731,731,IP ID , feature ,"('IP ID ', ' feature ')"
732,732,Forge , vulnerability,"('Forge ', ' vulnerability')"
733,733,SYN packet , data ,"('SYN packet ', ' data ')"
734,734,zombie , system,"('zombie ', ' system')"
735,735,port , feature,"('port ', ' feature')"
736,736,target , system,"('target ', ' system')"
737,737, ,, 
738,738,port state , feature ,"('port state ', ' feature ')"
739,739,target , system,"('target ', ' system')"
740,740,zombie , system,"('zombie ', ' system')"
741,741,IP ID , feature ,"('IP ID ', ' feature ')"
742,742, ,, 
743,743,Probe , technique,"('Probe ', ' technique')"
744,744,zombie , system,"('zombie ', ' system')"
745,745,IP ID , feature ,"('IP ID ', ' feature ')"
746,746,target , system,"('target ', ' system')"
747,747,port state , feature ,"('port state ', ' feature ')"
748,748,IP ID , feature ,"('IP ID ', ' feature ')"
749,749, ,, 
750,750,NSE , tool,"('NSE ', ' tool')"
751,751,Nmap Scripting Engine , tool  ,"('Nmap Scripting Engine ', ' tool  ')"
752,752, ,, 
753,753,Nmap scripts , function ,"('Nmap scripts ', ' function ')"
754,754,default , feature,"('default ', ' feature')"
755,755,Nmap , tool,"('Nmap ', ' tool')"
756,756,features , feature,"('features ', ' feature')"
757,757,Nmap , tool,"('Nmap ', ' tool')"
758,758,output , feature,"('output ', ' feature')"
759,759, ,, 
760,760,scripts , function,"('scripts ', ' function')"
761,761,Nmap , tool,"('Nmap ', ' tool')"
762,762,default , feature,"('default ', ' feature')"
763,763,NSE scripts , function ,"('NSE scripts ', ' function ')"
764,764, ,, 
765,765,scripts , function,"('scripts ', ' function')"
766,766,Lua programming language , tool  ,"('Lua programming language ', ' tool  ')"
767,767, ,, 
768,768,default , feature,"('default ', ' feature')"
769,769,Nmap , tool,"('Nmap ', ' tool')"
770,770,target , system,"('target ', ' system')"
771,771,scanning , technique,"('scanning ', ' technique')"
772,772,run , function,"('run ', ' function')"
773,773, ,, 
774,774,Prerule scripts , function ,"('Prerule scripts ', ' function ')"
775,775,scripts , function,"('scripts ', ' function')"
776,776,scanning , technique,"('scanning ', ' technique')"
777,777,Nmap , tool,"('Nmap ', ' tool')"
778,778,data , data,"('data ', ' data')"
779,779,remote target , system ,"('remote target ', ' system ')"
780,780, ,, 
781,781,Nmap , tool,"('Nmap ', ' tool')"
782,782,default , feature,"('default ', ' feature')"
783,783,scan , technique,"('scan ', ' technique')"
784,784,host , system,"('host ', ' system')"
785,785,exploration , technique,"('exploration ', ' technique')"
786,786,detection , technique,"('detection ', ' technique')"
787,787,port scanning , technique ,"('port scanning ', ' technique ')"
788,788,software discovery , technique ,"('software discovery ', ' technique ')"
789,789,host scripts , function ,"('host scripts ', ' function ')"
790,790, ,, 
791,791,Service scripts , function ,"('Service scripts ', ' function ')"
792,792,Nmap scripts , function ,"('Nmap scripts ', ' function ')"
793,793,run , function,"('run ', ' function')"
794,794,services , feature,"('services ', ' feature')"
795,795,remote host , system ,"('remote host ', ' system ')"
796,796, ,, 
797,797,HTTP service scripts , function  ,"('HTTP service scripts ', ' function  ')"
798,798,run , function,"('run ', ' function')"
799,799,web servers , system ,"('web servers ', ' system ')"
800,800, ,, 
801,801,Postrule scripts , function ,"('Postrule scripts ', ' function ')"
802,802,run , function,"('run ', ' function')"
803,803,Nmap scan , technique ,"('Nmap scan ', ' technique ')"
804,804,parsing , function,"('parsing ', ' function')"
805,805,formatting , function,"('formatting ', ' function')"
806,806, ,, 
807,807,default , feature,"('default ', ' feature')"
808,808,Nmap scripts , function ,"('Nmap scripts ', ' function ')"
809,809, ,, 
810,810,auth script , function ,"('auth script ', ' function ')"
811,811,authentication , technique,"('authentication ', ' technique')"
812,812,user privilege , feature ,"('user privilege ', ' feature ')"
813,813,scripts , function,"('scripts ', ' function')"
814,814, ,, 
815,815,broadcast script , function ,"('broadcast script ', ' function ')"
816,816,Network discovery , technique ,"('Network discovery ', ' technique ')"
817,817,scripts , function,"('scripts ', ' function')"
818,818,broadcast , feature,"('broadcast ', ' feature')"
819,819,intel , system,"('intel ', ' system')"
820,820, ,, 
821,821,brute script , function ,"('brute script ', ' function ')"
822,822,scripts , function,"('scripts ', ' function')"
823,823,brute force attacks , attack  ,"('brute force attacks ', ' attack  ')"
824,824,access credentials , feature ,"('access credentials ', ' feature ')"
825,825, ,, 
826,826,default script , function ,"('default script ', ' function ')"
827,827,Nmap scripts , function ,"('Nmap scripts ', ' function ')"
828,828,default , feature,"('default ', ' feature')"
829,829, ,, 
830,830,discovery script , function ,"('discovery script ', ' function ')"
831,831,Scripts , function,"('Scripts ', ' function')"
832,832,network discovery , technique ,"('network discovery ', ' technique ')"
833,833,service discovery , technique ,"('service discovery ', ' technique ')"
834,834,host discovery , technique ,"('host discovery ', ' technique ')"
835,835, ,, 
836,836,dos script , function ,"('dos script ', ' function ')"
837,837,Denial of service attack , attack   ,"('Denial of service attack ', ' attack   ')"
838,838,scripts , function,"('scripts ', ' function')"
839,839,test , function,"('test ', ' function')"
840,840,perform , function,"('perform ', ' function')"
841,841,DOS , attack,"('DOS ', ' attack')"
842,842,floods , attack,"('floods ', ' attack')"
843,843, ,, 
844,844,exploit script , function ,"('exploit script ', ' function ')"
845,845,service exploitation , technique ,"('service exploitation ', ' technique ')"
846,846,CVEs , vulnerability,"('CVEs ', ' vulnerability')"
847,847, ,, 
848,848,external script , function ,"('external script ', ' function ')"
849,849,Scripts , function,"('Scripts ', ' function')"
850,850,3rd party services , app  ,"('3rd party services ', ' app  ')"
851,851,data , data,"('data ', ' data')"
852,852, ,, 
853,853,fuzzer script , function ,"('fuzzer script ', ' function ')"
854,854,perform , function,"('perform ', ' function')"
855,855,fuzzing attacks , attack ,"('fuzzing attacks ', ' attack ')"
856,856,apps , app,"('apps ', ' app')"
857,857,services , app,"('services ', ' app')"
858,858,networks , system,"('networks ', ' system')"
859,859, ,, 
860,860,intrusive script , function ,"('intrusive script ', ' function ')"
861,861,aggressive� , feature,"('aggressive� ', ' feature')"
862,862,scripts , function,"('scripts ', ' function')"
863,863,network noise , feature ,"('network noise ', ' feature ')"
864,864, ,, 
865,865,malware script , function ,"('malware script ', ' function ')"
866,866,Malware detections , technique ,"('Malware detections ', ' technique ')"
867,867,exploration , technique,"('exploration ', ' technique')"
868,868,scripts , function,"('scripts ', ' function')"
869,869, ,, 
870,870,safe script , function ,"('safe script ', ' function ')"
871,871,Safe , feature,"('Safe ', ' feature')"
872,872,non-intrusive , feature,"('non-intrusive ', ' feature')"
873,873,noisy , feature,"('noisy ', ' feature')"
874,874,scripts , function,"('scripts ', ' function')"
875,875, ,, 
876,876,version script , function ,"('version script ', ' function ')"
877,877,OS , system,"('OS ', ' system')"
878,878,service , app,"('service ', ' app')"
879,879,software detection , technique ,"('software detection ', ' technique ')"
880,880,scripts , function,"('scripts ', ' function')"
881,881, ,, 
882,882,vuln script , function ,"('vuln script ', ' function ')"
883,883,Nmap , tool,"('Nmap ', ' tool')"
884,884,vuln , vulnerability,"('vuln ', ' vulnerability')"
885,885,vulnerability detection , technique ,"('vulnerability detection ', ' technique ')"
886,886,exploitation , technique,"('exploitation ', ' technique')"
887,887,scripts , function,"('scripts ', ' function')"
888,888, ,, 
889,889,output , feature,"('output ', ' feature')"
890,890,scanning , technique,"('scanning ', ' technique')"
891,891,Metasploitable 2 host , system  ,"('Metasploitable 2 host ', ' system  ')"
892,892, ,, 
893,893,Nmap , tool,"('Nmap ', ' tool')"
894,894,run , function,"('run ', ' function')"
895,895,scripts , function,"('scripts ', ' function')"
896,896,wildcards , function,"('wildcards ', ' function')"
897,897,scripts , function,"('scripts ', ' function')"
898,898, ,, 
899,899,run , function,"('run ', ' function')"
900,900,scripts , function,"('scripts ', ' function')"
901,901,FTP� , feature,"('FTP� ', ' feature')"
902,902,syntax , feature,"('syntax ', ' feature')"
903,903, ,, 
904,904,script , function,"('script ', ' function')"
905,905, ,, 
906,906,HTTP-brute script , function ,"('HTTP-brute script ', ' function ')"
907,907,brute force , function ,"('brute force ', ' function ')"
908,908,password , feature,"('password ', ' feature')"
909,909,auditing , technique,"('auditing ', ' technique')"
910,910,HTTP basic , feature ,"('HTTP basic ', ' feature ')"
911,911,digest , function,"('digest ', ' function')"
912,912,ntlm authentication , technique ,"('ntlm authentication ', ' technique ')"
913,913, ,, 
914,914,NSE , tool,"('NSE ', ' tool')"
915,915,scripts , function,"('scripts ', ' function')"
916,916,run , function,"('run ', ' function')"
917,917,scripts , function,"('scripts ', ' function')"
918,918,locally , feature,"('locally ', ' feature')"
919,919,operating system , system ,"('operating system ', ' system ')"
920,920, ,, 
921,921,Firewall , feature,"('Firewall ', ' feature')"
922,922,Intrusion Prevention Systems IPS , tool   ,"('Intrusion Prevention Systems IPS ', ' tool   ')"
923,923,Intrusion Detection Systems IDS , tool   ,"('Intrusion Detection Systems IDS ', ' tool   ')"
924,924,configure , function,"('configure ', ' function')"
925,925,perimeter security , technique ,"('perimeter security ', ' technique ')"
926,926, ,, 
927,927,network , system,"('network ', ' system')"
928,928,Penetration Pen Testing services , technique   ,"('Penetration Pen Testing services ', ' technique   ')"
929,929,defensive perimeter , technique ,"('defensive perimeter ', ' technique ')"
930,930,organization , system,"('organization ', ' system')"
931,931, ,, 
932,932,IDS network security , technique  ,"('IDS network security ', ' technique  ')"
933,933,IPS security , technique ,"('IPS security ', ' technique ')"
934,934,Firewall , tool,"('Firewall ', ' tool')"
935,935, ,, 
936,936,Cyberinfrastructures , system,"('Cyberinfrastructures ', ' system')"
937,937,prevention , technique,"('prevention ', ' technique')"
938,938,platforms , system,"('platforms ', ' system')"
939,939,performance assessments , technique ,"('performance assessments ', ' technique ')"
940,940,topology , feature,"('topology ', ' feature')"
941,941, ,, 
942,942,assessments , technique,"('assessments ', ' technique')"
943,943, ,, 
944,944,devices , system,"('devices ', ' system')"
945,945, ,, 
946,946,static , feature,"('static ', ' feature')"
947,947,cybercriminals , attacker,"('cybercriminals ', ' attacker')"
948,948,hack , attack,"('hack ', ' attack')"
949,949,scanning , technique,"('scanning ', ' technique')"
950,950,weaknesses , vulnerability,"('weaknesses ', ' vulnerability')"
951,951, ,, 
952,952,pentest , technique,"('pentest ', ' technique')"
953,953,networks , system,"('networks ', ' system')"
954,954,evading , technique,"('evading ', ' technique')"
955,955,security systems , system ,"('security systems ', ' system ')"
956,956, ,, 
957,957,self-targeted evading activities as , technique   ,"('self-targeted evading activities as ', ' technique   ')"
958,958,hacking and , technique ,"('hacking and ', ' technique ')"
959,959,as , technique,"('as ', ' technique')"
960,960,hats' , securityTeam,"(""hats' "", ' securityTeam')"
961,961, ,, 
962,962,Pentesting , technique,"('Pentesting ', ' technique')"
963,963,attackers , attacker,"('attackers ', ' attacker')"
964,964, ,, 
965,965,blocked , feature,"('blocked ', ' feature')"
966,966,portmapper , tool,"('portmapper ', ' tool')"
967,967,port , feature,"('port ', ' feature')"
968,968,Nmap , tool,"('Nmap ', ' tool')"
969,969,RPC scanning , technique ,"('RPC scanning ', ' technique ')"
970,970,bad guys , attacker er,"('bad guys ', ' attacker er')"
971,971, ,, 
972,972,configuring , function,"('configuring ', ' function')"
973,973,firewalls , tool,"('firewalls ', ' tool')"
974,974,devices , system,"('devices ', ' system')"
975,975, ,, 
976,976,security holes , vulnerability ,"('security holes ', ' vulnerability ')"
977,977,users , user,"('users ', ' user')"
978,978, ,, 
979,979,network scanning , technique ,"('network scanning ', ' technique ')"
980,980,rules , function,"('rules ', ' function')"
981,981,attackers , attacker,"('attackers ', ' attacker')"
982,982, ,, 
983,983,evading , technique,"('evading ', ' technique')"
984,984,IDS , tool,"('IDS ', ' tool')"
985,985,Product evaluation , technique ,"('Product evaluation ', ' technique ')"
986,986, ,, 
987,987,attackers , attacker,"('attackers ', ' attacker')"
988,988,Nmap , tool,"('Nmap ', ' tool')"
989,989,flag , feature,"('flag ', ' feature')"
990,990,system , system,"('system ', ' system')"
991,991,protection , feature,"('protection ', ' feature')"
992,992, ,, 
993,993,Pentesting tools , tool ,"('Pentesting tools ', ' tool ')"
994,994,Nmap , tool,"('Nmap ', ' tool')"
995,995,Metasploit , tool,"('Metasploit ', ' tool')"
996,996,evading , technique,"('evading ', ' technique')"
997,997,firewall rules , function ,"('firewall rules ', ' function ')"
998,998,sneaking past , technique ,"('sneaking past ', ' technique ')"
999,999,IDSs , tool,"('IDSs ', ' tool')"
1000,1000, ,, 
1001,1001,bad guys� , attacker er,"('bad guys� ', ' attacker er')"
1002,1002, ,, 
1003,1003,administrator , securityTeam,"('administrator ', ' securityTeam')"
1004,1004,attackers , attacker,"('attackers ', ' attacker')"
1005,1005,security holes , vulnerability ,"('security holes ', ' vulnerability ')"
1006,1006,attackers , attacker,"('attackers ', ' attacker')"
1007,1007, ,, 
1008,1008,Nmap , tool,"('Nmap ', ' tool')"
1009,1009,Metasploit , tool,"('Metasploit ', ' tool')"
1010,1010, ,, 
1011,1011,cyber defenders , securityTeam ,"('cyber defenders ', ' securityTeam ')"
1012,1012, ,, 
1013,1013,network security , technique ,"('network security ', ' technique ')"
1014,1014,penetration testing , technique ,"('penetration testing ', ' technique ')"
1015,1015, ,, 
1016,1016,pentesting , technique,"('pentesting ', ' technique')"
1017,1017,cybersecurity , technique,"('cybersecurity ', ' technique')"
1018,1018, ,, 
1019,1019,security system , system ,"('security system ', ' system ')"
1020,1020, ,, 
1021,1021,pentest , technique,"('pentest ', ' technique')"
1022,1022,assess , technique,"('assess ', ' technique')"
1023,1023,firewall rule , function ,"('firewall rule ', ' function ')"
1024,1024,setup , system,"('setup ', ' system')"
1025,1025,IDS system , tool ,"('IDS system ', ' tool ')"
1026,1026, ,, 
1027,1027,pentest , technique,"('pentest ', ' technique')"
1028,1028,white-box testing strategy , technique  ,"('white-box testing strategy ', ' technique  ')"
1029,1029,white-box tester , securityTeam ,"('white-box tester ', ' securityTeam ')"
1030,1030,system admin , securityTeam ,"('system admin ', ' securityTeam ')"
1031,1031,iptables , feature,"('iptables ', ' feature')"
1032,1032,firewall rules , function ,"('firewall rules ', ' function ')"
1033,1033,snort rules , function ,"('snort rules ', ' function ')"
1034,1034,setup , system,"('setup ', ' system')"
1035,1035, ,, 
1036,1036,pentest , technique,"('pentest ', ' technique')"
1037,1037,configuration , feature,"('configuration ', ' feature')"
1038,1038,iptables , feature,"('iptables ', ' feature')"
1039,1039,snort , tool,"('snort ', ' tool')"
1040,1040,system , system,"('system ', ' system')"
1041,1041,weakness , vulnerability,"('weakness ', ' vulnerability')"
1042,1042,configuration flaws , vulnerability ,"('configuration flaws ', ' vulnerability ')"
1043,1043, ,, 
1044,1044,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1045,1045,iptables , app,"('iptables ', ' app')"
1046,1046,snort , tool,"('snort ', ' tool')"
1047,1047,configurations , feature,"('configurations ', ' feature')"
1048,1048,networking system setup , system  ,"('networking system setup ', ' system  ')"
1049,1049, ,, 
1050,1050,pen test , technique ,"('pen test ', ' technique ')"
1051,1051,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1052,1052,monitor , technique,"('monitor ', ' technique')"
1053,1053,output , feature,"('output ', ' feature')"
1054,1054,iptables , feature,"('iptables ', ' feature')"
1055,1055,snort , tool,"('snort ', ' tool')"
1056,1056, ,, 
1057,1057,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1058,1058,explore , technique,"('explore ', ' technique')"
1059,1059,vulnerabilities , vulnerability,"('vulnerabilities ', ' vulnerability')"
1060,1060, ,, 
1061,1061,System configurations , feature ,"('System configurations ', ' feature ')"
1062,1062,firewall , tool,"('firewall ', ' tool')"
1063,1063,setup , system,"('setup ', ' system')"
1064,1064,open , feature,"('open ', ' feature')"
1065,1065,close , feature,"('close ', ' feature')"
1066,1066,filter , feature,"('filter ', ' feature')"
1067,1067,unfilter , feature,"('unfilter ', ' feature')"
1068,1068,ports , feature,"('ports ', ' feature')"
1069,1069,services , app,"('services ', ' app')"
1070,1070,nodes , system,"('nodes ', ' system')"
1071,1071,firewall , tool,"('firewall ', ' tool')"
1072,1072,performance measurements , technique ,"('performance measurements ', ' technique ')"
1073,1073, ,, 
1074,1074,IDS , tool,"('IDS ', ' tool')"
1075,1075,setup , system,"('setup ', ' system')"
1076,1076,detection threshold setup , feature  ,"('detection threshold setup ', ' feature  ')"
1077,1077,attack scenarios , attack ,"('attack scenarios ', ' attack ')"
1078,1078, ,, 
1079,1079,Vulnerabilities , vulnerability,"('Vulnerabilities ', ' vulnerability')"
1080,1080,Metasploitable-2 , system,"('Metasploitable-2 ', ' system')"
1081,1081,VM , system,"('VM ', ' system')"
1082,1082,running , function,"('running ', ' function')"
1083,1083,firewall , tool,"('firewall ', ' tool')"
1084,1084, ,, 
1085,1085,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1086,1086,assess , technique,"('assess ', ' technique')"
1087,1087,security performance , technique ,"('security performance ', ' technique ')"
1088,1088,firewall , tool,"('firewall ', ' tool')"
1089,1089,IDS , tool,"('IDS ', ' tool')"
1090,1090,detect , technique,"('detect ', ' technique')"
1091,1091,deployed , function,"('deployed ', ' function')"
1092,1092,attacks , attack,"('attacks ', ' attack')"
1093,1093, ,, 
1094,1094,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1095,1095,configuration vulnerabilities , vulnerability ,"('configuration vulnerabilities ', ' vulnerability ')"
1096,1096,client network , system ,"('client network ', ' system ')"
1097,1097, ,, 
1098,1098,Assessment , technique,"('Assessment ', ' technique')"
1099,1099,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1100,1100,pentest , technique,"('pentest ', ' technique')"
1101,1101,template , feature,"('template ', ' feature')"
1102,1102,firewall , tool,"('firewall ', ' tool')"
1103,1103,IDS , tool,"('IDS ', ' tool')"
1104,1104,rules , function,"('rules ', ' function')"
1105,1105,system security , technique ,"('system security ', ' technique ')"
1106,1106, ,, 
1107,1107,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')"
1108,1108,assessing , technique,"('assessing ', ' technique')"
1109,1109,firewall , tool,"('firewall ', ' tool')"
1110,1110,IDS , tool,"('IDS ', ' tool')"
1111,1111, ,, 
1112,1112,pentest , technique,"('pentest ', ' technique')"
1113,1113,inspect , technique,"('inspect ', ' technique')"
1114,1114,assess , technique,"('assess ', ' technique')"
1115,1115,security , technique,"('security ', ' technique')"
1116,1116,firewall , tool,"('firewall ', ' tool')"
1117,1117,IDS , tool,"('IDS ', ' tool')"
1118,1118, ,, 
1119,1119,resolve , technique,"('resolve ', ' technique')"
1120,1120,vulnerable issues , vulnerability ,"('vulnerable issues ', ' vulnerability ')"
1121,1121,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')"
1122,1122,pentesting , technique,"('pentesting ', ' technique')"
1123,1123, ,, 
1124,1124,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')"
1125,1125,client VM , system ,"('client VM ', ' system ')"
1126,1126,Nmap , tool,"('Nmap ', ' tool')"
1127,1127,hping3 , tool,"('hping3 ', ' tool')"
1128,1128,MSF Metasploit framework , tool  ,"('MSF Metasploit framework ', ' tool  ')"
1129,1129,tcpdump , tool,"('tcpdump ', ' tool')"
1130,1130, ,, 
1131,1131,tools , tool,"('tools ', ' tool')"
1132,1132, ,, 
1133,1133,tools , tool,"('tools ', ' tool')"
1134,1134,testing , function,"('testing ', ' function')"
1135,1135,scripts , function,"('scripts ', ' function')"
1136,1136,perform , function,"('perform ', ' function')"
1137,1137,security testing , technique ,"('security testing ', ' technique ')"
1138,1138, ,, 
1139,1139,pentesting , technique,"('pentesting ', ' technique')"
1140,1140,client machine , system ,"('client machine ', ' system ')"
1141,1141, ,, 
1142,1142,tools , tool,"('tools ', ' tool')"
1143,1143,ping , tool,"('ping ', ' tool')"
1144,1144,traceroute , tool,"('traceroute ', ' tool')"
1145,1145,nmap , tool,"('nmap ', ' tool')"
1146,1146,hpings , tool,"('hpings ', ' tool')"
1147,1147,msfconsole , tool,"('msfconsole ', ' tool')"
1148,1148,client node , system ,"('client node ', ' system ')"
1149,1149, ,, 
1150,1150,Gateway Node , system ,"('Gateway Node ', ' system ')"
1151,1151,Ubuntu 1804 , system ,"('Ubuntu 1804 ', ' system ')"
1152,1152,run , function,"('run ', ' function')"
1153,1153,iptables , app,"('iptables ', ' app')"
1154,1154,firewall , tool,"('firewall ', ' tool')"
1155,1155,snort , tool,"('snort ', ' tool')"
1156,1156,protect , feature,"('protect ', ' feature')"
1157,1157,server node , system ,"('server node ', ' system ')"
1158,1158,iptables , app,"('iptables ', ' app')"
1159,1159,snort , tool,"('snort ', ' tool')"
1160,1160,configuration files , data ,"('configuration files ', ' data ')"
1161,1161, ,, 
1162,1162,iptables , app,"('iptables ', ' app')"
1163,1163,configuration files , data ,"('configuration files ', ' data ')"
1164,1164,snort rule , function ,"('snort rule ', ' function ')"
1165,1165,files , data,"('files ', ' data')"
1166,1166,commands , function,"('commands ', ' function')"
1167,1167, ,, 
1168,1168,shell scripts , function ,"('shell scripts ', ' function ')"
1169,1169, ,, 
1170,1170,permission , feature,"('permission ', ' feature')"
1171,1171, ,, 
1172,1172,parameter setup , feature ,"('parameter setup ', ' feature ')"
1173,1173,pentest , technique,"('pentest ', ' technique')"
1174,1174,reset , feature,"('reset ', ' feature')"
1175,1175,interfaces , app,"('interfaces ', ' app')"
1176,1176,IP addresses , feature ,"('IP addresses ', ' feature ')"
1177,1177, ,, 
1178,1178,default , feature,"('default ', ' feature')"
1179,1179,VM , system,"('VM ', ' system')"
1180,1180, ,, 
1181,1181,Server Node , system ,"('Server Node ', ' system ')"
1182,1182,Metastploitable 2 , system ,"('Metastploitable 2 ', ' system ')"
1183,1183, ,, 
1184,1184,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')"
1185,1185,vulnerable , vulnerability,"('vulnerable ', ' vulnerability')"
1186,1186,services , app,"('services ', ' app')"
1187,1187, ,, 
1188,1188,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')"
1189,1189,virtual machine , system ,"('virtual machine ', ' system ')"
1190,1190, ,, 
1191,1191,iptables , feature,"('iptables ', ' feature')"
1192,1192,snort , tool,"('snort ', ' tool')"
1193,1193,Nmap , tool,"('Nmap ', ' tool')"
1194,1194,Metasploit , tool,"('Metasploit ', ' tool')"
1195,1195,security services , app ,"('security services ', ' app ')"
1196,1196,tools , tool,"('tools ', ' tool')"
1197,1197, ,, 
1198,1198,Iptables , feature,"('Iptables ', ' feature')"
1199,1199,firewall , tool,"('firewall ', ' tool')"
1200,1200,Snort IDS , tool ,"('Snort IDS ', ' tool ')"
1201,1201, ,, 
1202,1202,deploy , function,"('deploy ', ' function')"
1203,1203,attacks , attack,"('attacks ', ' attack')"
1204,1204,firewall , tool,"('firewall ', ' tool')"
1205,1205, ,, 
