DocNo,sentence,tag
,,
D2,If,O
D2,the,O
D2,target,B-FEATURE
D2,port,I-FEATURE
D2,is,O
D2,open,B-FEATURE
D2,it,O
D2,will,O
D2,respond,B-FEATURE
D2,with,O
D2,an,O
D2,SYN-ACK,B-DATA
D2,packet,I-DATA
,,
D2,The,O
D2,scanner,B-TOOL
D2,host,B-SYSTEM
D2,responds,B-FEATURE
D2,with,O
D2,an,O
D2,RST,B-DATA
D2,packet,I-DATA
D2,closing,B-FEATURE
D2,the,O
D2,connection,B-FEATURE
D2,before,O
D2,the,O
D2,handshake,B-TECHNIQUE
D2,is,O
D2,completed,O
,,
D2,If,O
D2,the,O
D2,port,B-FEATURE
D2,is,O
D2,closed,B-FEATURE
D2,but,O
D2,unfiltered,B-FEATURE
D2,the,O
D2,target,B-SYSTEM
D2,will,O
D2,instantly,O
D2,respond,B-FEATURE
D2,with,O
D2,an,O
D2,RST,B-DATA
D2,packet,I-DATA
,,
D2,There,O
D2,is,O
D2,debate,O
D2,over,O
D2,which,O
D2,scan,B-TECHNIQUE
D2,is,O
D2,less,O
D2,intrusive,B-ATTACK
D2,on,O
D2,the,O
D2,target,B-SYSTEM
D2,host,I-SYSTEM
,,
D2,SYN,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,has,O
D2,the,O
D2,advantage,O
D2,that,O
D2,the,O
D2,individual,O
D2,services,B-FEATURE
D2,never,O
D2,actually,O
D2,receive,B-FUNCTION
D2,a,O
D2,connection,B-FEATURE
,,
D2,Only,O
D2,sends,O
D2,the,O
D2,initial,O
D2,SYN,B-FEATURE
D2,and,O
D2,waits,O
D2,for,O
D2,ACK,B-FEATURE
D2,to,O
D2,detect,B-TECHNIQUE
D2,open,B-FEATURE
D2,port,I-FEATURE
,,
D2,SYN,B-TECHNIQUE
D2,scans,I-TECHNIQUE
D2,stop,O
D2,two-thirds,O
D2,of,O
D2,the,O
D2,way,O
D2,through,O
D2,the,O
D2,3-way,B-TECHNIQUE
D2,handshake,I-TECHNIQUE
D2,aka,O
D2,half-open,B-TECHNIQUE
D2,scan,I-TECHNIQUE
,,
D2,Attacker,B-ATTACKER
D2,sends,O
D2,a,O
D2,RESET,B-FEATURE
D2,RST,I-FEATURE
D2,after,O
D2,receiving,B-FEATURE
D2,an,O
D2,SYN-ACK,B-FEATURE
D2,response,I-FEATURE
,,
D2,A,O
D2,TRUE,O
D2,connection,B-FEATURE
D2,is,O
D2,never,O
D2,established,B-FEATURE
D2,thus,O
D2,the,O
D2,target,B-SYSTEM
D2,may,O
D2,not,O
D2,log,B-FUNCTION
D2,the,O
D2,connection,B-FEATURE
,,
D2,Faster,O
D2,and,O
D2,stealthier,B-VULNERABILITY
D2,than,O
D2,a,O
D2,full,B-TECHNIQUE
D2,TCP,I-TECHNIQUE
D2,Connect,I-TECHNIQUE
D2,scans,I-TECHNIQUE
,,
D2,If,O
D2,the,O
D2,target,B-FEATURE
D2,port,I-FEATURE
D2,is,O
D2,closed,B-FEATURE
D2,the,O
D2,destination,B-SYSTEM
D2,will,O
D2,send,O
D2,a,O
D2,RESET,B-FEATURE
D2,or,O
D2,nothing,O
,,
D2,SYN,B-ATTACK
D2,flood,I-ATTACK
D2,may,O
D2,cause,O
D2,accidental,B-ATTACK
D2,denial-of-service,B-ATTACK
D2,attacks,I-ATTACK
D2,if,O
D2,the,O
D2,target,B-SYSTEM
D2,is,O
D2,slow,B-FEATURE
,,
D2,FIN,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,is,O
D2,a,O
D2,stealthy,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,like,O
D2,the,O
D2,SYN,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,but,O
D2,sends,B-FUNCTION
D2,a,O
D2,TCP,B-DATA
D2,FIN,I-DATA
D2,packet,I-DATA
D2,instead,O
,,
D2,Most,O
D2,but,O
D2,not,O
D2,all,O
D2,computers,O
D2,will,O
D2,send,O
D2,an,O
D2,RST,B-DATA
D2,packet,I-DATA
D2,back,O
D2,if,O
D2,they,O
D2,get,O
D2,this,O
D2,input,B-FEATURE
D2,so,O
D2,that,O
D2,the,O
D2,FIN,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,can,O
D2,show,O
D2,FALSE,B-FEATURE
D2,positives,I-FEATURE
D2,and,O
D2,negatives,B-FEATURE
D2,but,O
D2,it,O
D2,may,O
D2,get,O
D2,under,O
D2,the,O
D2,radar,O
D2,of,O
D2,some,O
D2,IDS,B-TOOL
D2,programs,B-FUNCTION
D2,and,O
D2,other,O
D2,countermeasures,O
,,
D2,Ack,B-TECHNIQUE
D2,scanning,I-TECHNIQUE
D2,determines,O
D2,whether,O
D2,the,O
D2,port,B-FEATURE
D2,is,O
D2,filtered,B-FEATURE
D2,or,O
D2,not,O
,,
D2,This,O
D2,is,O
D2,especially,O
D2,good,O
D2,when,O
D2,attempting,O
D2,to,O
D2,probe,B-TECHNIQUE
D2,for,O
D2,the,O
D2,existence,O
D2,of,O
D2,a,O
D2,firewall,B-TOOL
D2,and,O
D2,its,O
D2,rulesets,B-FUNCTION
,,
D2,Simple,O
D2,packet,B-TECHNIQUE
D2,filtering,I-TECHNIQUE
D2,will,O
D2,allow,O
D2,established,B-FEATURE
D2,connections,I-FEATURE
D2,packets,B-DATA
D2,with,O
D2,the,O
D2,ACK,I-DATA
D2,bit,I-DATA
D2,set,O
D2,whereas,O
D2,a,O
D2,more,O
D2,sophisticated,O
D2,stateful,B-FEATURE
D2,firewall,B-TOOL
D2,might,O
D2,not,O
,,
D2,ACK,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,Sends,O
D2,a,O
D2,packet,B-DATA
D2,with,O
D2,the,O
D2,ACK,B-DATA
D2,code,I-DATA
D2,bit,I-DATA
D2,set,I-DATA
D2,to,O
D2,each,O
D2,target,B-FEATURE
D2,port,I-FEATURE
,,
D2,Allows,O
D2,the,O
D2,attacker,B-ATTACKER
D2,to,O
D2,get,O
D2,past,O
D2,some,O
D2,packet,B-TECHNIQUE
D2,filtering,I-TECHNIQUE
D2,devices,B-SYSTEM
,,
D2,Allows,O
D2,the,O
D2,attacker,B-ATTACKER
D2,to,O
D2,determine,O
D2,what,O
D2,kind,O
D2,of,O
D2,established,B-FEATURE
D2,connections,I-FEATURE
D2,a,O
D2,firewall,B-TOOL
D2,or,O
D2,router,B-SYSTEM
D2,will,O
D2,allow,O
D2,into,O
D2,a,O
D2,network,B-SYSTEM
D2,by,O
D2,determining,O
D2,which,O
D2,ports,B-FEATURE
D2,through,O
D2,a,O
D2,firewall,B-TOOL
D2,allow,O
D2,established,B-FEATURE
D2,connection,I-FEATURE
D2,responses,B-FEATURE
,,
D2,If,O
D2,no,O
D2,response,B-FEATURE
D2,or,O
D2,an,O
D2,ICMP,B-DATA
D2,Port,I-DATA
D2,Unreachable,I-DATA
D2,message,I-DATA
D2,is,O
D2,returned,O
D2,Nmap,B-TOOL
D2,will,O
D2,label,O
D2,the,O
D2,target,B-FEATURE
D2,port,I-FEATURE
D2,as,O
D2,filtered,B-FEATURE
D2,meaning,O
D2,that,O
D2,a,O
D2,packet,B-TECHNIQUE
D2,filter,I-TECHNIQUE
D2,is,O
D2,blocking,B-FEATURE
D2,the,O
D2,response,B-FEATURE
,,
D2,Another,O
D2,very,O
D2,stealthy,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,that,O
D2,sets,O
D2,all,O
D2,the,O
D2,TCP,B-FEATURE
D2,header,I-FEATURE
D2,flags,I-FEATURE
D2,to,O
D2,off,O
D2,or,O
D2,,O
,,
D2,This,O
D2,is,O
D2,not,O
D2,normally,O
D2,a,O
D2,valid,O
D2,packet,B-DATA
D2,and,O
D2,some,O
D2,hosts,B-SYSTEM
D2,will,O
D2,not,O
D2,know,O
D2,what,O
D2,to,O
D2,do,O
D2,with,O
D2,this,O
,,
D2,Windows,B-SYSTEM
D2,operating,I-SYSTEM
D2,systems,I-SYSTEM
D2,are,O
D2,in,O
D2,this,O
D2,group,O
D2,and,O
D2,scanning,B-TECHNIQUE
D2,them,O
D2,with,O
D2,,B-TECHNIQUE
D2,scans,I-TECHNIQUE
D2,will,O
D2,produce,O
D2,unreliable,O
D2,results,O
,,
D2,However,O
D2,for,O
D2,non-Windows,B-SYSTEM
D2,servers,I-SYSTEM
D2,protected,O
D2,by,O
D2,a,O
D2,firewall,B-TOOL
D2,this,O
D2,can,O
D2,be,O
D2,a,O
D2,way,O
D2,to,O
D2,get,O
D2,through,O
,,
D2,XMAS,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,is,O
D2,similar,O
D2,to,O
D2,the,O
D2,,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,except,O
D2,for,O
D2,all,O
D2,the,O
D2,flags,B-FEATURE
D2,in,O
D2,the,O
D2,TCP,B-FEATURE
D2,header,I-FEATURE
D2,is,O
D2,set,O
D2,to,O
D2,on,O
,,
D2,Windows,B-SYSTEM
D2,machines,I-SYSTEM
D2,wont,O
D2,respond,B-FEATURE
D2,to,O
D2,this,O
D2,due,O
D2,to,O
D2,the,O
D2,way,O
D2,their,O
D2,TCP,B-FEATURE
D2,stack,I-FEATURE
D2,is,O
D2,implemented,O
,,
D2,Xmas,O
D2,scans,O
D2,derive,O
D2,their,O
D2,name,O
D2,from,O
D2,the,O
D2,set,O
D2,of,O
D2,flags,B-FEATURE
D2,that,O
D2,are,O
D2,turned,O
D2,on,O
D2,within,O
D2,a,O
D2,packet,B-DATA
,,
D2,These,O
D2,scans,B-TECHNIQUE
D2,are,O
D2,designed,O
D2,to,O
D2,manipulate,O
D2,the,O
D2,PSH,B-FEATURE
D2,URG,B-FEATURE
D2,and,O
D2,FIN,B-FEATURE
D2,flags,I-FEATURE
D2,of,O
D2,the,O
D2,TCP,B-FEATURE
D2,header,I-FEATURE
,,
D2,RPC,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,is,O
D2,special,O
D2,type,O
D2,of,O
D2,scan,B-TECHNIQUE
D2,looks,O
D2,for,O
D2,machines,B-SYSTEM
D2,answering,O
D2,to,O
D2,RPC,B-FUNCTION
D2,Remote,B-FUNCTION
D2,Procedure,I-FUNCTION
D2,Call,I-FUNCTION
D2,services,B-APP
,,
D2,RPC,B-FUNCTION
D2,which,O
D2,allows,O
D2,remote,B-FUNCTION
D2,commands,I-FUNCTION
D2,to,O
D2,be,O
D2,run,O
D2,on,O
D2,the,O
D2,machine,B-SYSTEM
D2,under,O
D2,certain,O
D2,conditions,O
D2,can,O
D2,be,O
D2,a,O
D2,dangerous,O
D2,service,B-FEATURE
,,
D2,Since,O
D2,RPC,B-APP
D2,services,I-APP
D2,can,O
D2,run,O
D2,on,O
D2,many,O
D2,different,O
D2,ports,B-FEATURE
D2,it,O
D2,is,O
D2,hard,O
D2,to,O
D2,tell,O
D2,from,O
D2,a,O
D2,normal,O
D2,scan,B-TECHNIQUE
D2,which,O
D2,ones,O
D2,might,O
D2,be,O
D2,running,O
D2,RPC,B-FUNCTION
,,
D2,This,O
D2,scan,B-TECHNIQUE
D2,will,O
D2,probe,B-TECHNIQUE
D2,the,O
D2,ports,B-FEATURE
D2,found,O
D2,open,B-FEATURE
D2,on,O
D2,a,O
D2,machine,B-SYSTEM
D2,with,O
D2,commands,B-FUNCTION
D2,to,O
D2,show,O
D2,the,O
D2,program,B-FUNCTION
D2,name,B-FEATURE
D2,and,O
D2,version,B-FEATURE
D2,if,O
D2,RPC,B-FUNCTION
D2,is,O
D2,running,O
,,
D2,It,O
D2,not,O
D2,a,O
D2,bad,O
D2,idea,O
D2,to,O
D2,run,B-FUNCTION
D2,one,O
D2,of,O
D2,these,O
D2,scans,B-TECHNIQUE
D2,every,O
D2,often,O
D2,to,O
D2,find,O
D2,out,O
D2,if,O
D2,and,O
D2,where,O
D2,you,O
D2,have,O
D2,these,O
D2,services,B-FEATURE
D2,running,B-FUNCTION
,,
D2,Scans,B-TECHNIQUE
D2,RPC,B-APP
D2,services,I-APP
D2,using,O
D2,all,O
D2,discovered,O
D2,open,B-FEATURE
D2,TCP/UDP,B-FEATURE
D2,ports,I-FEATURE
D2,on,O
D2,the,O
D2,target,B-SYSTEM
D2,to,O
D2,send,O
D2,RPC,B-FUNCTION
D2,,I-FUNCTION
D2,commands,I-FUNCTION
,,
D2,Tries,O
D2,to,O
D2,determine,O
D2,if,O
D2,an,O
D2,RPC,B-FUNCTION
D2,program,B-FUNCTION
D2,is,O
D2,listening,B-FEATURE
D2,at,O
D2,the,O
D2,port,B-FEATURE
D2,and,O
D2,identifies,O
D2,type,O
D2,of,O
D2,RPC,B-FUNCTION
D2,program,B-FUNCTION
,,
D2,IDLE,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,is,O
D2,a,O
D2,super,O
D2,stealthy,B-TECHNIQUE
D2,method,I-TECHNIQUE
D2,whereby,O
D2,the,O
D2,scan,B-TECHNIQUE
D2,packets,B-DATA
D2,are,O
D2,bounced,O
D2,off,O
D2,an,O
D2,external,B-SYSTEM
D2,host,I-SYSTEM
,,
D2,You,O
D2,don�t,O
D2,need,O
D2,to,O
D2,have,O
D2,control,O
D2,over,O
D2,the,O
D2,other,O
D2,host,B-SYSTEM
D2,but,O
D2,it,O
D2,does,O
D2,have,O
D2,to,O
D2,set,O
D2,up,O
D2,and,O
D2,meet,O
D2,certain,O
D2,requirements,B-FEATURE
,,
D2,You,O
D2,must,O
D2,input,O
D2,the,O
D2,IP,B-FEATURE
D2,address,I-FEATURE
D2,of,O
D2,our,O
D2,zombie,B-SYSTEM
D2,host,I-SYSTEM
D2,and,O
D2,what,O
D2,port,B-FEATURE
D2,number,I-FEATURE
D2,to,O
D2,use,O
,,
D2,It,O
D2,is,O
D2,one,O
D2,of,O
D2,the,O
D2,more,O
D2,controversial,O
D2,options,O
D2,in,O
D2,Nmap,B-TOOL
D2,since,O
D2,it,O
D2,really,O
D2,only,O
D2,has,O
D2,a,O
D2,use,O
D2,for,O
D2,malicious,B-ATTACK
D2,attacks,I-ATTACK
,,
D2,Probe,B-TECHNIQUE
D2,the,O
D2,zombie,B-SYSTEM
D2,IP,B-FEATURE
D2,ID,I-FEATURE
D2,and,O
D2,record,O
D2,it,O
D2,Forge,B-VULNERABILITY
D2,an,O
D2,SYN,B-DATA
D2,packet,I-DATA
D2,from,O
D2,the,O
D2,zombie,B-SYSTEM
D2,and,O
D2,send,O
D2,it,O
D2,to,O
D2,the,O
D2,desired,O
D2,port,B-FEATURE
D2,on,O
D2,the,O
D2,target,B-SYSTEM
,,
D2,Depending,O
D2,on,O
D2,the,O
D2,port,B-FEATURE
D2,state,I-FEATURE
D2,the,O
D2,target,B-SYSTEM
D2,reaction,O
D2,may,O
D2,or,O
D2,may,O
D2,not,O
D2,cause,O
D2,the,O
D2,zombie,B-SYSTEM
D2,IP,B-FEATURE
D2,ID,I-FEATURE
D2,to,O
D2,be,O
D2,incremented,O
,,
D2,Probe,B-TECHNIQUE
D2,the,O
D2,zombie,B-SYSTEM
D2,IP,B-FEATURE
D2,ID,I-FEATURE
D2,again,O
D2,The,O
D2,target,B-SYSTEM
D2,port,B-FEATURE
D2,state,I-FEATURE
D2,is,O
D2,then,O
D2,determined,O
D2,by,O
D2,comparing,O
D2,this,O
D2,new,O
D2,IP,B-FEATURE
D2,ID,I-FEATURE
,,
D2,NSE,B-TOOL
D2,stands,O
D2,for,O
D2,Nmap,B-TOOL
D2,Scripting,I-TOOL
D2,Engine,I-TOOL
,,
D2,and,O
D2,it,O
D2,is,O
D2,basically,O
D2,a,O
D2,digital,O
D2,library,O
D2,of,O
D2,Nmap,B-FUNCTION
D2,scripts,I-FUNCTION
D2,that,O
D2,help,O
D2,enhance,O
D2,the,O
D2,default,B-FEATURE
D2,Nmap,B-TOOL
D2,features,B-FEATURE
D2,and,O
D2,report,O
D2,the,O
D2,results,O
D2,in,O
D2,a,O
D2,traditional,O
D2,Nmap,B-TOOL
D2,output,B-FEATURE
,,
D2,You,O
D2,can,O
D2,also,O
D2,write,O
D2,and,O
D2,share,O
D2,your,O
D2,own,O
D2,scripts,B-FUNCTION
D2,so,O
D2,you're,O
D2,not,O
D2,limited,O
D2,to,O
D2,relying,O
D2,on,O
D2,the,O
D2,Nmap,B-TOOL
D2,default,B-FEATURE
D2,NSE,B-FUNCTION
D2,scripts,I-FUNCTION
,,
D2,The,O
D2,only,O
D2,requirement,O
D2,for,O
D2,you,O
D2,to,O
D2,write,O
D2,these,O
D2,scripts,B-FUNCTION
D2,is,O
D2,that,O
D2,they,O
D2,must,O
D2,be,O
D2,coded,O
D2,using,O
D2,the,O
D2,Lua,B-TOOL
D2,programming,I-TOOL
D2,language,I-TOOL
,,
D2,Four,O
D2,different,O
D2,types,O
D2,can,O
D2,help,O
D2,us,O
D2,enhance,O
D2,the,O
D2,default,B-FEATURE
D2,Nmap,B-TOOL
D2,features,O
D2,depending,O
D2,on,O
D2,the,O
D2,target,B-SYSTEM
D2,and,O
D2,the,O
D2,scanning,B-TECHNIQUE
D2,phase,O
D2,in,O
D2,which,O
D2,they,O
D2,are,O
D2,run,B-FUNCTION
,,
D2,Prerule,B-FUNCTION
D2,scripts,I-FUNCTION
D2,are,O
D2,types,O
D2,of,O
D2,scripts,B-FUNCTION
D2,run,O
D2,before,O
D2,the,O
D2,rest,O
D2,of,O
D2,any,O
D2,scanning,B-TECHNIQUE
D2,operation,O
D2,while,O
D2,Nmap,B-TOOL
D2,doesn�t,O
D2,have,O
D2,any,O
D2,data,B-DATA
D2,about,O
D2,the,O
D2,remote,B-SYSTEM
D2,target,I-SYSTEM
,,
D2,Once,O
D2,the,O
D2,Nmap,B-TOOL
D2,default,B-FEATURE
D2,scan,B-TECHNIQUE
D2,has,O
D2,finished,O
D2,the,O
D2,host,B-SYSTEM
D2,exploration,B-TECHNIQUE
D2,detection,B-TECHNIQUE
D2,port,B-TECHNIQUE
D2,scanning,I-TECHNIQUE
D2,or,O
D2,software,B-TECHNIQUE
D2,discovery,I-TECHNIQUE
D2,it,O
D2,will,O
D2,perform,O
D2,the,O
D2,host,B-FUNCTION
D2,scripts,I-FUNCTION
,,
D2,Service,B-FUNCTION
D2,scripts,I-FUNCTION
D2,are,O
D2,a,O
D2,particular,O
D2,set,O
D2,of,O
D2,Nmap,B-FUNCTION
D2,scripts,I-FUNCTION
D2,that,O
D2,are,O
D2,run,B-FUNCTION
D2,against,O
D2,services,B-FEATURE
D2,on,O
D2,the,O
D2,remote,B-SYSTEM
D2,host,I-SYSTEM
,,
D2,These,O
D2,include,O
D2,HTTP,B-FUNCTION
D2,service,I-FUNCTION
D2,scripts,I-FUNCTION
D2,for,O
D2,example,O
D2,which,O
D2,can,O
D2,be,O
D2,run,B-FUNCTION
D2,against,O
D2,web,B-SYSTEM
D2,servers,I-SYSTEM
,,
D2,Postrule,B-FUNCTION
D2,scripts,I-FUNCTION
D2,are,O
D2,run,B-FUNCTION
D2,after,O
D2,the,O
D2,entire,O
D2,Nmap,B-TECHNIQUE
D2,scan,I-TECHNIQUE
D2,has,O
D2,finished,O
D2,and,O
D2,are,O
D2,often,O
D2,useful,O
D2,for,O
D2,parsing,B-FUNCTION
D2,formatting,B-FUNCTION
D2,and,O
D2,presenting,O
D2,the,O
D2,different,O
D2,results,O
,,
D2,When,O
D2,dealing,O
D2,with,O
D2,over,O
D2,600,O
D2,default,B-FEATURE
D2,Nmap,B-FUNCTION
D2,scripts,I-FUNCTION
D2,it,O
D2,is,O
D2,not,O
D2,easy,O
D2,to,O
D2,find,O
D2,the,O
D2,most,O
D2,popular,O
D2,ones,O
D2,by,O
D2,inspecting,O
D2,them,O
D2,one,O
D2,by,O
D2,one,O
,,
D2,auth,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,All,O
D2,sorts,O
D2,of,O
D2,authentication,B-TECHNIQUE
D2,and,O
D2,user,B-FEATURE
D2,privilege,I-FEATURE
D2,scripts,B-FUNCTION
,,
D2,broadcast,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Network,B-TECHNIQUE
D2,discovery,I-TECHNIQUE
D2,scripts,B-FUNCTION
D2,that,O
D2,use,O
D2,broadcast,B-FEATURE
D2,petitions,O
D2,for,O
D2,intel,B-SYSTEM
D2,gathering,O
,,
D2,brute,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Set,O
D2,of,O
D2,scripts,B-FUNCTION
D2,for,O
D2,performing,O
D2,brute,B-ATTACK
D2,force,I-ATTACK
D2,attacks,I-ATTACK
D2,to,O
D2,guess,O
D2,access,B-FEATURE
D2,credentials,I-FEATURE
,,
D2,default,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,The,O
D2,most,O
D2,popular,O
D2,Nmap,B-FUNCTION
D2,scripts,I-FUNCTION
D2,using,O
D2,sC,O
D2,by,O
D2,default,B-FEATURE
,,
D2,discovery,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Scripts,B-FUNCTION
D2,related,O
D2,to,O
D2,network,B-TECHNIQUE
D2,discovery,I-TECHNIQUE
D2,service,B-TECHNIQUE
D2,discovery,I-TECHNIQUE
D2,and,O
D2,host,B-TECHNIQUE
D2,discovery,I-TECHNIQUE
,,
D2,dos,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Denial,B-ATTACK
D2,of,I-ATTACK
D2,service,I-ATTACK
D2,attack,I-ATTACK
D2,scripts,B-FUNCTION
D2,used,O
D2,to,O
D2,test,B-FUNCTION
D2,and,O
D2,perform,B-FUNCTION
D2,DOS,B-ATTACK
D2,and,O
D2,floods,B-ATTACK
,,
D2,exploit,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Used,O
D2,to,O
D2,perform,O
D2,service,B-TECHNIQUE
D2,exploitation,I-TECHNIQUE
D2,on,O
D2,different,O
D2,CVEs,B-VULNERABILITY
,,
D2,external,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Scripts,B-FUNCTION
D2,that,O
D2,rely,O
D2,on,O
D2,3rd,B-APP
D2,party,I-APP
D2,services,I-APP
D2,or,O
D2,data,B-DATA
,,
D2,fuzzer,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Used,O
D2,to,O
D2,perform,B-FUNCTION
D2,fuzzing,B-ATTACK
D2,attacks,I-ATTACK
D2,against,O
D2,apps,B-APP
D2,services,B-APP
D2,or,O
D2,networks,B-SYSTEM
,,
D2,intrusive,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,All,O
D2,the,O
D2,aggressive�,B-FEATURE
D2,scripts,B-FUNCTION
D2,that,O
D2,cause,O
D2,a,O
D2,lot,O
D2,of,O
D2,network,B-FEATURE
D2,noise,I-FEATURE
,,
D2,malware,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Malware,B-TECHNIQUE
D2,detections,I-TECHNIQUE
D2,and,O
D2,exploration,B-TECHNIQUE
D2,scripts,B-FUNCTION
,,
D2,safe,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,Safe,B-FEATURE
D2,and,O
D2,non-intrusive,B-FEATURE
D2,or,O
D2,noisy,B-FEATURE
D2,scripts,B-FUNCTION
,,
D2,version,B-FUNCTION
D2,script,I-FUNCTION
D2,OS,B-SYSTEM
D2,service,B-APP
D2,and,O
D2,software,B-TECHNIQUE
D2,detection,I-TECHNIQUE
D2,scripts,B-FUNCTION
,,
D2,vuln,B-FUNCTION
D2,script,I-FUNCTION
D2,-,O
D2,The,O
D2,Nmap,B-TOOL
D2,vuln,B-VULNERABILITY
D2,category,O
D2,includes,O
D2,vulnerability,B-TECHNIQUE
D2,detection,I-TECHNIQUE
D2,and,O
D2,exploitation,B-TECHNIQUE
D2,scripts,B-FUNCTION
,,
D2,The,O
D2,following,O
D2,is,O
D2,the,O
D2,output,B-FEATURE
D2,of,O
D2,scanning,B-TECHNIQUE
D2,the,O
D2,Metasploitable,B-SYSTEM
D2,2,I-SYSTEM
D2,host,I-SYSTEM
,,
D2,Nmap,B-TOOL
D2,also,O
D2,allows,O
D2,you,O
D2,to,O
D2,run,B-FUNCTION
D2,scripts,B-FUNCTION
D2,using,O
D2,wildcards,B-FUNCTION
D2,meaning,O
D2,you,O
D2,can,O
D2,target,O
D2,multiple,O
D2,scripts,B-FUNCTION
D2,that,O
D2,finish,O
D2,or,O
D2,end,O
D2,up,O
D2,with,O
D2,any,O
D2,pattern,O
,,
D2,For,O
D2,example,O
D2,if,O
D2,you,O
D2,want,O
D2,to,O
D2,run,B-FUNCTION
D2,all,O
D2,the,O
D2,scripts,B-FUNCTION
D2,that,O
D2,begin,O
D2,with,O
D2,FTP�,B-FEATURE
D2,you,O
D2,could,O
D2,use,O
D2,this,O
D2,syntax,B-FEATURE
,,
D2,This,O
D2,is,O
D2,the,O
D2,perfect,O
D2,solution,O
D2,when,O
D2,you,O
D2,already,O
D2,know,O
D2,which,O
D2,script,B-FUNCTION
D2,is,O
D2,going,O
D2,to,O
D2,be,O
D2,used,O
,,
D2,if,O
D2,we,O
D2,want,O
D2,to,O
D2,run,O
D2,the,O
D2,HTTP-brute,B-FUNCTION
D2,script,I-FUNCTION
D2,to,O
D2,perform,O
D2,brute,B-FUNCTION
D2,force,I-FUNCTION
D2,password,B-FEATURE
D2,auditing,B-TECHNIQUE
D2,against,O
D2,HTTP,B-FEATURE
D2,basic,I-FEATURE
D2,digest,B-FUNCTION
D2,and,O
D2,ntlm,B-TECHNIQUE
D2,authentication,I-TECHNIQUE
,,
D2,NSE,B-TOOL
D2,has,O
D2,the,O
D2,ability,O
D2,to,O
D2,let,O
D2,you,O
D2,write,O
D2,your,O
D2,own,O
D2,scripts,B-FUNCTION
D2,and,O
D2,run,B-FUNCTION
D2,those,O
D2,scripts,B-FUNCTION
D2,locally,B-FEATURE
D2,in,O
D2,your,O
D2,operating,B-SYSTEM
D2,system,I-SYSTEM
,,
D3,Firewall,B-FEATURE
D3,Intrusion,B-TOOL
D3,Prevention,I-TOOL
D3,Systems,I-TOOL
D3,IPS,I-TOOL
D3,and,O
D3,Intrusion,B-TOOL
D3,Detection,I-TOOL
D3,Systems,I-TOOL
D3,IDS,I-TOOL
D3,are,O
D3,only,O
D3,as,O
D3,robust,O
D3,as,O
D3,you,O
D3,configure,B-FUNCTION
D3,them,O
D3,for,O
D3,your,O
D3,perimeter,B-TECHNIQUE
D3,security,I-TECHNIQUE
D3,needs,O
,,
D3,Where,O
D3,they,O
D3,reside,O
D3,on,O
D3,your,O
D3,network,B-SYSTEM
D3,how,O
D3,they,O
D3,interact,O
D3,and,O
D3,improving,O
D3,Penetration,B-TECHNIQUE
D3,Pen,I-TECHNIQUE
D3,Testing,I-TECHNIQUE
D3,services,I-TECHNIQUE
D3,is,O
D3,key,O
D3,to,O
D3,having,O
D3,a,O
D3,strong,O
D3,defensive,B-TECHNIQUE
D3,perimeter,I-TECHNIQUE
D3,for,O
D3,your,O
D3,organization,B-SYSTEM
,,
D3,IDS,B-TECHNIQUE
D3,network,I-TECHNIQUE
D3,security,I-TECHNIQUE
D3,and,O
D3,IPS,B-TECHNIQUE
D3,security,I-TECHNIQUE
D3,along,O
D3,with,O
D3,Firewall,B-TOOL
D3,leveraging,O
D3,can,O
D3,help,O
D3,provide,O
D3,this,O
,,
D3,Cyberinfrastructures,B-SYSTEM
D3,using,O
D3,prevention,B-TECHNIQUE
D3,platforms,B-SYSTEM
D3,require,O
D3,both,O
D3,regularly,O
D3,scheduled,O
D3,performance,B-TECHNIQUE
D3,assessments,I-TECHNIQUE
D3,and,O
D3,changing,O
D3,topology,B-FEATURE
D3,etc,O
,,
D3,Most,O
D3,industry-standard,O
D3,institutes,O
D3,recommend,O
D3,even,O
D3,more,O
D3,frequent,O
